"TurnId","ItemNo","Type","X","Y","FleetNo","MP","Condition","Age","Goods1","Quantity1","Goods2","Quantity2","Money"
"307EApr1809","1169","35","82","89","27","27","89","16","0","0","0","0","0"
"307EApr1809","1170","35","23","20","29","26","86","20","0","0","0","0","0"
"307EApr1809","1171","35","62","88","21","24","81","21","0","0","0","0","0"
"307EApr1809","1172","35","13","74","12","25","85","33","44","0","0","0","0"
"307EApr1809","1173","35","23","20","24","29","98","27","0","0","0","0","0"
"307EApr1809","1174","35","38","53","0","26","86","17","0","0","0","0","0"
"307EApr1809","1175","33","31","92","25","36","91","21","16","0","0","0","0"
"307EApr1809","1176","33","62","88","21","31","78","24","0","0","0","0","0"
"307EApr1809","1177","33","38","53","0","32","81","22","0","0","0","0","0"
"307EApr1809","1178","33","23","20","24","39","98","19","0","0","0","0","0"
"307EApr1809","1179","33","23","20","24","39","98","29","0","0","0","0","0"
"307EApr1809","1180","33","23","20","24","39","97","18","0","0","0","0","0"
"307EApr1809","1181","33","24","77","23","37","92","24","0","0","0","0","0"
"307EApr1809","1182","31","31","92","25","45","91","31","16","0","0","0","0"
"307EApr1809","1183","31","23","20","24","48","96","19","0","0","0","0","0"
"307EApr1809","1184","31","23","20","29","41","82","21","0","0","0","0","0"
"307EApr1809","1185","31","23","20","24","49","98","17","0","0","0","0","0"
"307EApr1809","1186","31","9","84","0","35","71","16","0","0","0","0","0"
"307EApr1809","1187","31","31","92","25","45","91","21","16","0","0","0","0"
"307EApr1809","1188","31","31","92","25","45","91","22","0","0","0","0","0"
"307EApr1809","1189","31","23","20","24","48","97","20","0","0","0","0","0"
"307EApr1809","1190","31","39","94","0","41","82","18","13","0","0","0","0"
"307EApr1809","1191","31","23","20","24","49","98","25","0","0","0","0","0"
"307EApr1809","1192","31","23","20","0","42","84","21","0","0","0","0","0"
"307EApr1809","1349","31","23","20","24","48","97","24","0","0","0","0","0"
"307EAug1808","1169","35","90","92","27","28","95","8","45","0","0","0","0"
"307EAug1808","1170","35","24","20","29","28","94","12","22","330","36","0","0"
"307EAug1808","1171","35","51","86","21","27","90","13","27","0","0","0","0"
"307EAug1808","1172","35","18","91","12","28","94","25","44","0","0","0","0"
"307EAug1808","1173","35","1","29","18","30","99","19","0","0","0","0","0"
"307EAug1808","1175","33","18","91","12","37","93","13","0","0","0","0","0"
"307EAug1808","1176","33","51","86","21","35","88","16","27","0","0","0","0"
"307EAug1808","1178","33","1","44","25","37","92","11","0","0","0","0","0"
"307EAug1808","1179","33","62","88","24","37","92","21","0","0","0","0","0"
"307EAug1808","1180","33","1","44","15","38","94","10","0","0","0","0","0"
"307EAug1808","1181","33","14","82","23","38","94","16","0","0","0","0","0"
"307EAug1808","1182","31","18","91","12","46","93","23","0","0","0","0","0"
"307EAug1808","1183","31","1","44","25","45","90","11","0","0","0","0","0"
"307EAug1808","1184","31","24","20","29","44","89","13","36","0","0","0","0"
"307EAug1808","1185","31","62","88","24","46","93","9","0","0","0","0","0"
"307EAug1808","1186","31","31","92","16","43","87","8","0","0","0","0","0"
"307EAug1808","1187","31","18","91","12","46","93","13","0","0","0","0","0"
"307EAug1808","1188","31","18","91","12","47","94","14","0","0","0","0","0"
"307EAug1808","1189","31","24","20","29","46","92","12","36","0","0","0","0"
"307EAug1808","1190","31","24","20","29","48","96","10","36","0","0","0","0"
"307EAug1808","1191","31","62","88","24","46","93","17","0","0","0","0","0"
"307EAug1808","1192","31","28","20","0","48","97","13","0","0","0","0","1280342"
"307EDec1808","1169","35","82","88","27","27","89","12","0","0","0","0","0"
"307EDec1808","1170","35","18","21","29","27","90","16","20","0","0","0","0"
"307EDec1808","1171","35","62","88","21","24","81","17","0","0","0","0","0"
"307EDec1808","1172","35","24","77","12","27","91","29","0","0","0","0","0"
"307EDec1808","1173","35","15","14","15","29","96","23","0","0","0","0","0"
"307EDec1808","1174","35","47","47","0","29","96","13","0","0","0","0","0"
"307EDec1808","1175","33","24","77","25","37","92","17","0","0","0","0","0"
"307EDec1808","1176","33","62","88","21","31","78","20","0","0","0","0","0"
"307EDec1808","1177","33","30","49","0","35","88","18","0","0","0","0","0"
"307EDec1808","1178","33","15","14","15","36","90","15","0","0","0","0","0"
"307EDec1808","1179","33","15","14","24","35","87","25","0","0","0","0","0"
"307EDec1808","1180","33","15","14","15","36","91","14","0","0","0","0","0"
"307EDec1808","1181","33","24","77","23","37","92","20","0","0","0","0","0"
"307EDec1808","1182","31","24","77","25","46","92","27","0","0","0","0","0"
"307EDec1808","1183","31","15","14","15","43","86","15","0","0","0","0","0"
"307EDec1808","1184","31","18","21","29","42","85","17","20","0","0","0","0"
"307EDec1808","1185","31","15","14","24","44","88","13","0","0","0","0","0"
"307EDec1808","1186","31","9","84","0","35","71","12","0","0","0","0","850988"
"307EDec1808","1187","31","24","77","25","46","92","17","0","0","0","0","0"
"307EDec1808","1188","31","24","77","25","46","92","18","0","0","0","0","0"
"307EDec1808","1189","31","18","21","29","44","89","16","0","0","0","0","0"
"307EDec1808","1190","31","40","80","0","45","90","14","13","0","0","0","0"
"307EDec1808","1191","31","15","14","24","44","88","21","0","0","0","0","0"
"307EDec1808","1192","31","28","20","0","45","91","17","0","0","0","0","4788032"
"307EDec1808","1349","31","15","14","24","36","73","20","0","0","0","0","0"
"307EFeb1809","1169","35","82","88","27","27","89","14","0","0","0","0","0"
"307EFeb1809","1170","35","13","20","29","26","88","18","0","0","0","0","0"
"307EFeb1809","1171","35","62","88","21","24","81","19","0","0","0","0","0"
"307EFeb1809","1172","35","24","77","12","26","86","31","44","0","0","0","0"
"307EFeb1809","1173","35","23","20","24","22","73","25","0","0","0","0","0"
"307EFeb1809","1174","35","35","40","0","26","88","15","0","0","0","0","1982362"
"307EFeb1809","1175","33","24","77","25","37","92","19","0","0","0","0","0"
"307EFeb1809","1176","33","62","88","21","31","78","22","0","0","0","0","0"
"307EFeb1809","1177","33","38","53","0","32","81","20","0","0","0","0","0"
"307EFeb1809","1178","33","23","20","24","27","68","17","0","0","0","0","0"
"307EFeb1809","1179","33","23","20","24","26","64","27","0","0","0","0","0"
"307EFeb1809","1180","33","23","20","24","27","68","16","0","0","0","0","0"
"307EFeb1809","1181","33","24","77","23","37","92","22","0","0","0","0","0"
"307EFeb1809","1182","31","24","77","25","46","92","29","0","0","0","0","0"
"307EFeb1809","1183","31","23","20","24","31","62","17","0","0","0","0","0"
"307EFeb1809","1184","31","13","20","29","42","84","19","0","0","0","0","0"
"307EFeb1809","1185","31","23","20","24","32","64","15","0","0","0","0","0"
"307EFeb1809","1186","31","9","84","0","35","71","14","0","0","0","0","0"
"307EFeb1809","1187","31","24","77","25","46","92","19","0","0","0","0","0"
"307EFeb1809","1188","31","24","77","25","46","92","20","0","0","0","0","0"
"307EFeb1809","1189","31","23","20","24","43","87","18","0","0","0","0","0"
"307EFeb1809","1190","31","24","77","0","44","88","16","13","0","0","0","0"
"307EFeb1809","1191","31","23","20","24","32","65","23","0","0","0","0","0"
"307EFeb1809","1192","31","28","20","0","43","86","19","0","0","0","0","1610536"
"307EFeb1809","1349","31","23","20","24","25","50","22","0","0","0","0","0"
"307EJan1808","1169","35","22","11","0","30","100","1","0","0","0","0","0"
"307EJan1808","1170","35","38","53","0","30","100","5","0","0","0","0","0"
"307EJan1808","1171","35","22","11","0","30","100","6","0","0","0","0","0"
"307EJan1808","1172","35","24","77","0","30","100","18","0","0","0","0","0"
"307EJan1808","1173","35","9","46","0","30","100","12","0","0","0","0","0"
"307EJan1808","1174","35","38","53","0","30","100","2","0","0","0","0","0"
"307EJan1808","1175","33","24","77","0","40","100","6","0","0","0","0","0"
"307EJan1808","1176","33","22","11","0","40","100","9","0","0","0","0","0"
"307EJan1808","1177","33","47","47","0","40","100","7","0","0","0","0","0"
"307EJan1808","1178","33","9","46","0","40","100","4","0","0","0","0","0"
"307EJan1808","1179","33","9","46","0","40","100","14","0","0","0","0","0"
"307EJan1808","1180","33","13","19","0","40","100","3","0","0","0","0","0"
"307EJan1808","1181","33","56","79","0","40","100","9","0","0","0","0","0"
"307EJan1808","1182","31","24","77","0","50","100","16","0","0","0","0","0"
"307EJan1808","1183","31","23","20","0","50","100","4","0","0","0","0","0"
"307EJan1808","1184","31","22","11","0","50","100","6","0","0","0","0","0"
"307EJan1808","1185","31","23","20","0","50","100","2","0","0","0","0","0"
"307EJan1808","1186","31","23","20","0","50","100","1","0","0","0","0","0"
"307EJan1808","1187","31","24","77","0","50","100","6","0","0","0","0","0"
"307EJan1808","1188","31","24","77","0","50","100","7","0","0","0","0","0"
"307EJan1808","1189","31","22","11","0","50","100","5","0","0","0","0","0"
"307EJan1808","1190","31","56","79","0","50","100","3","0","0","0","0","0"
"307EJan1808","1191","31","23","20","0","50","100","10","0","0","0","0","0"
"307EJan1808","1192","31","23","20","0","50","100","6","0","0","0","0","0"
"307EJan1809","1169","35","82","88","27","27","89","13","0","0","0","0","0"
"307EJan1809","1170","35","18","21","29","27","90","17","20","0","0","0","0"
"307EJan1809","1171","35","62","88","21","24","81","18","0","0","0","0","0"
"307EJan1809","1172","35","17","73","12","27","90","30","44","0","0","0","0"
"307EJan1809","1173","35","18","21","24","22","75","24","0","0","0","0","0"
"307EJan1809","1174","35","47","47","0","29","96","14","0","0","0","0","0"
"307EJan1809","1175","33","24","77","25","37","92","18","0","0","0","0","0"
"307EJan1809","1176","33","62","88","21","31","78","21","0","0","0","0","0"
"307EJan1809","1177","33","30","49","0","35","88","19","0","0","0","0","0"
"307EJan1809","1178","33","18","21","24","28","69","16","0","0","0","0","0"
"307EJan1809","1179","33","18","21","24","26","66","26","0","0","0","0","0"
"307EJan1809","1180","33","18","21","24","28","69","15","0","0","0","0","0"
"307EJan1809","1181","33","24","77","23","37","92","21","0","0","0","0","0"
"307EJan1809","1182","31","24","77","25","46","92","28","0","0","0","0","0"
"307EJan1809","1183","31","18","21","24","32","64","16","0","0","0","0","0"
"307EJan1809","1184","31","18","21","29","42","85","18","20","0","0","0","0"
"307EJan1809","1185","31","18","21","24","33","66","14","0","0","0","0","0"
"307EJan1809","1186","31","9","84","0","35","71","13","0","0","0","0","0"
"307EJan1809","1187","31","24","77","25","46","92","18","0","0","0","0","0"
"307EJan1809","1188","31","24","77","25","46","92","19","0","0","0","0","0"
"307EJan1809","1189","31","18","21","29","44","89","17","0","0","0","0","0"
"307EJan1809","1190","31","24","77","0","44","88","15","13","0","0","0","0"
"307EJan1809","1191","31","18","21","24","33","66","22","0","0","0","0","0"
"307EJan1809","1192","31","23","20","0","44","89","18","0","0","0","0","0"
"307EJan1809","1349","31","18","21","24","26","52","21","0","0","0","0","0"
"307EJul1808","1169","35","40","79","27","29","96","7","45","0","0","0","0"
"307EJul1808","1172","35","33","92","12","28","95","24","0","0","0","0","0"
"307EJul1808","1175","33","33","92","12","38","95","12","0","0","0","0","0"
"307EJul1808","1178","33","57","86","25","38","94","10","0","0","0","0","0"
"307EJul1808","1179","33","73","78","24","37","93","20","0","0","0","0","0"
"307EJul1808","1180","33","56","79","15","38","96","9","0","0","0","0","0"
"307EJul1808","1181","33","40","79","23","38","96","15","8","0","0","0","0"
"307EJul1808","1182","31","33","92","12","47","95","22","0","0","0","0","0"
"307EJul1808","1183","31","57","86","25","45","91","10","0","0","0","0","0"
"307EJul1808","1185","31","73","78","24","47","94","8","0","0","0","0","0"
"307EJul1808","1186","31","32","81","16","44","88","7","16","0","0","0","0"
"307EJul1808","1187","31","33","92","12","47","95","12","0","0","0","0","0"
"307EJul1808","1188","31","33","92","12","47","95","13","0","0","0","0","0"
"307EJul1808","1191","31","73","78","24","47","95","16","0","0","0","0","0"
"307EJul1809","1019","35","13","19","0","29","97","5","0","0","0","0","0"
"307EJul1809","1117","33","81","94","0","20","51","19","0","0","0","0","0"
"307EJul1809","1169","35","81","89","27","26","88","19","0","0","0","0","0"
"307EJul1809","1170","35","23","20","29","26","86","23","0","0","0","0","0"
"307EJul1809","1171","35","12","20","21","22","74","24","0","0","0","0","0"
"307EJul1809","1172","35","13","74","12","25","85","36","44","0","0","0","0"
"307EJul1809","1173","35","22","24","24","28","95","30","47","0","0","0","0"
"307EJul1809","1174","35","38","53","0","24","80","20","0","0","0","0","0"
"307EJul1809","1175","33","24","77","25","35","88","24","0","0","0","0","0"
"307EJul1809","1176","33","12","20","21","28","71","27","0","0","0","0","0"
"307EJul1809","1177","33","38","53","0","32","81","25","0","0","0","0","0"
"307EJul1809","1178","33","22","24","24","38","95","22","47","497","56","0","0"
"307EJul1809","1179","33","22","24","24","38","95","32","56","246","65","0","0"
"307EJul1809","1180","33","22","24","24","38","95","21","65","0","0","0","0"
"307EJul1809","1181","33","13","19","23","36","90","27","0","0","0","0","0"
"307EJul1809","1182","31","24","77","25","44","88","34","0","0","0","0","0"
"307EJul1809","1183","31","22","24","24","46","93","22","65","244","74","0","0"
"307EJul1809","1184","31","23","20","29","41","82","24","0","0","0","0","0"
"307EJul1809","1185","31","22","24","24","47","95","20","74","0","0","0","0"
"307EJul1809","1186","31","24","77","0","35","70","19","0","0","0","0","0"
"307EJul1809","1187","31","24","77","25","43","87","24","0","0","0","0","0"
"307EJul1809","1188","31","24","77","25","44","89","25","0","0","0","0","0"
"307EJul1809","1189","31","22","24","24","46","93","23","74","0","0","0","0"
"307EJul1809","1190","31","62","88","0","32","64","21","0","0","0","0","2869508"
"307EJul1809","1191","31","22","24","24","47","94","28","74","0","0","0","0"
"307EJul1809","1192","31","23","20","0","42","84","24","0","0","0","0","0"
"307EJul1809","1328","31","13","19","0","36","72","21","0","0","0","0","0"
"307EJul1809","1349","31","22","24","24","47","95","27","0","0","0","0","0"
"307EJun1808","1178","33","51","81","25","38","95","9","15","0","0","0","0"
"307EJun1808","1179","33","51","89","24","38","95","19","38","0","0","0","0"
"307EJun1808","1183","31","51","81","25","46","93","9","15","0","0","0","0"
"307EJun1808","1185","31","51","89","24","47","95","7","38","0","0","0","0"
"307EJun1808","1191","31","51","89","24","48","96","15","38","0","0","0","0"
"307EMar1808","1169","35","15","22","0","29","98","3","0","0","0","0","0"
"307EMar1808","1170","35","38","53","0","30","100","7","0","0","0","0","0"
"307EMar1808","1171","35","25","22","0","29","96","8","0","0","0","0","0"
"307EMar1808","1172","35","24","77","12","30","100","20","44","680","45","0","0"
"307EMar1808","1173","35","9","46","0","30","100","14","0","0","0","0","0"
"307EMar1808","1174","35","38","53","0","30","100","4","0","0","0","0","0"
"307EMar1808","1175","33","24","77","12","40","100","8","45","0","0","0","0"
"307EMar1808","1176","33","25","22","0","38","94","11","0","0","0","0","0"
"307EMar1808","1177","33","47","47","0","40","100","9","0","0","0","0","0"
"307EMar1808","1178","33","9","46","0","40","100","6","0","0","0","0","0"
"307EMar1808","1179","33","9","46","0","40","100","16","0","0","0","0","0"
"307EMar1808","1180","33","13","19","15","40","100","5","0","0","0","0","0"
"307EMar1808","1181","33","56","79","0","40","100","11","0","0","0","0","0"
"307EMar1808","1182","31","24","77","12","50","100","18","0","0","0","0","0"
"307EMar1808","1183","31","16","22","0","49","98","6","0","0","0","0","0"
"307EMar1808","1184","31","25","22","0","46","93","8","0","0","0","0","0"
"307EMar1808","1185","31","16","22","0","49","98","4","0","0","0","0","0"
"307EMar1808","1186","31","16","22","0","48","97","3","0","0","0","0","0"
"307EMar1808","1187","31","24","77","12","50","100","8","0","0","0","0","0"
"307EMar1808","1188","31","24","77","12","50","100","9","0","0","0","0","0"
"307EMar1808","1189","31","25","22","0","47","95","7","0","0","0","0","0"
"307EMar1808","1190","31","56","79","0","50","100","5","0","0","0","0","0"
"307EMar1808","1191","31","16","22","0","49","99","12","0","0","0","0","0"
"307EMar1808","1192","31","23","20","0","50","100","8","0","0","0","0","0"
"307EMay1808","1169","35","13","19","0","29","97","5","0","0","0","0","0"
"307EMay1808","1170","35","13","19","17","29","96","9","0","0","0","0","0"
"307EMay1808","1171","35","13","19","21","28","94","10","0","0","0","0","0"
"307EMay1808","1172","35","18","91","12","29","98","22","0","680","45","0","0"
"307EMay1808","1173","35","9","46","0","30","100","16","0","0","0","0","0"
"307EMay1808","1174","35","58","60","0","29","98","6","0","0","0","0","1363573"
"307EMay1808","1175","33","18","91","12","39","98","10","45","0","0","0","0"
"307EMay1808","1176","33","13","19","21","37","92","13","0","0","0","0","0"
"307EMay1808","1177","33","38","53","0","36","90","11","0","0","0","0","0"
"307EMay1808","1178","33","13","19","25","39","97","8","15","0","0","0","0"
"307EMay1808","1179","33","13","19","24","39","97","18","38","0","0","0","0"
"307EMay1808","1180","33","51","81","15","40","99","7","30","0","0","0","0"
"307EMay1808","1181","33","1","41","23","39","98","13","0","0","0","0","0"
"307EMay1808","1182","31","18","91","12","49","99","20","0","0","0","0","0"
"307EMay1808","1183","31","13","19","25","47","95","8","15","0","0","0","0"
"307EMay1808","1184","31","13","19","21","45","91","10","0","0","0","0","0"
"307EMay1808","1185","31","13","19","24","48","96","6","38","0","0","0","0"
"307EMay1808","1186","31","13","19","16","47","95","5","16","0","0","0","0"
"307EMay1808","1187","31","18","91","12","49","98","10","0","0","0","0","0"
"307EMay1808","1188","31","18","91","12","49","98","11","0","0","0","0","0"
"307EMay1808","1189","31","13","19","21","46","93","9","0","0","0","0","0"
"307EMay1808","1190","31","1","41","23","49","98","7","0","0","0","0","0"
"307EMay1808","1191","31","13","19","24","48","97","14","38","0","0","0","0"
"307EMay1808","1192","31","23","20","0","50","100","10","0","0","0","0","0"
"307EMay1809","1019","35","1","41","0","30","99","3","29","80","21","0","0"
"307EMay1809","1169","35","82","89","27","27","89","17","0","0","0","0","0"
"307EMay1809","1170","35","23","20","29","26","86","21","0","0","0","0","0"
"307EMay1809","1171","35","62","88","21","24","81","22","0","0","0","0","0"
"307EMay1809","1172","35","13","74","12","25","85","34","0","0","0","0","0"
"307EMay1809","1173","35","37","13","24","29","97","28","47","0","0","0","0"
"307EMay1809","1174","35","35","40","0","25","83","18","0","0","0","0","4038754"
"307EMay1809","1175","33","12","74","25","36","90","22","0","0","0","0","0"
"307EMay1809","1176","33","62","88","21","31","78","25","0","0","0","0","0"
"307EMay1809","1177","33","38","53","0","32","81","23","0","0","0","0","0"
"307EMay1809","1178","33","37","13","24","39","97","20","47","495","56","0","0"
"307EMay1809","1179","33","37","13","24","38","96","30","56","242","65","0","0"
"307EMay1809","1180","33","37","13","24","38","96","19","65","0","0","0","0"
"307EMay1809","1181","33","24","77","23","37","92","25","0","0","0","0","0"
"307EMay1809","1182","31","12","74","25","44","89","32","0","0","0","0","0"
"307EMay1809","1183","31","37","13","24","47","95","20","65","238","74","0","0"
"307EMay1809","1184","31","23","20","29","41","82","22","0","0","0","0","0"
"307EMay1809","1185","31","37","13","24","48","97","18","74","0","0","0","0"
"307EMay1809","1186","31","9","84","0","35","71","17","0","0","0","0","0"
