"X","Y","Owner","Terrain","Bonus"
"6","71","?","H"," "
"6","72","?","H"," "
"6","73","?","B"," "
"6","74","?","H"," "
"6","75","?","W"," "
"6","76","?","B","n"
"6","77","?","B","n"
"6","78"," ","*"," "
"6","79"," ","*"," "
"6","80"," ","*"," "
"6","81","?","B","n"
"6","82","?","W"," "
"6","83","?","H"," "
"6","84","?","G","g"
"6","85","?","H"," "
"6","86","?","B"," "
"6","87"," ","*"," "
"6","88"," ","."," "
"6","89"," ","."," "
"6","90"," ","."," "
"6","91"," ","."," "
"6","92"," ","."," "
"6","93"," ","."," "
"6","94"," ","."," "
"6","95"," ","."," "
"6","96"," ","."," "
"6","97"," ","."," "
"6","98"," ","."," "
"6","99"," ","."," "
"7","1"," ","."," "
"7","2"," ","."," "
"7","3"," ","."," "
"7","4"," ","."," "
"7","5"," ","."," "
"7","6"," ","."," "
"7","7"," ","."," "
"7","8"," ","."," "
"7","9"," ","."," "
"7","10"," ","."," "
"7","11"," ","."," "
"7","12"," ","."," "
"7","13"," ","."," "
"7","14"," ","."," "
"7","15"," ","."," "
"7","16"," ","."," "
"7","17"," ","."," "
"7","18"," ","."," "
"7","19"," ","."," "
"7","20"," ","."," "
"7","21"," ","."," "
"7","22"," ","."," "
"7","23"," ","."," "
"7","24"," ","."," "
"7","25"," ","."," "
"7","26"," ","."," "
"7","27"," ","."," "
"7","28"," ","."," "
"7","29"," ","."," "
"7","30"," ","."," "
"7","31"," ","."," "
"7","32"," ","*"," "
"7","33"," ","*"," "
"7","34","E","H"," "
"7","35","K","H"," "
"7","36","K","B"," "
"7","37","K","B"," "
"7","38","K","B"," "
"7","39","K","B","n"
"7","40","K","B","n"
"7","41","K","B"," "
"7","42","K","H","w"
"7","43","K","G"," "
"7","44"," ","*"," "
"7","45"," ","."," "
"7","46"," ","."," "
"7","47"," ","."," "
"7","48"," ","."," "
"7","49"," ","*"," "
"7","50","M","B"," "
"7","51","M","H"," "
"7","52","M","B","n"
"7","53","M","H"," "
"7","54","M","G"," "
"7","55","M","B"," "
"7","56","M","K"," "
"7","57","M","G"," "
"7","58","M","G","g"
"7","59","M","G"," "
"7","60","M","W"," "
"7","61","M","B"," "
"7","62","m","G"," "
"7","63","m","K"," "
"7","64","m","D"," "
"7","65","m","K"," "
"7","70","?","H"," "
"7","71","?","B"," "
"7","72","?","B"," "
"7","73","?","H"," "
"7","74","?","W"," "
"7","75","?","B"," "
"7","76"," ","*"," "
"7","77"," ","*"," "
"7","78"," ","."," "
"7","79"," ","."," "
"7","80"," ","."," "
"7","81"," ","*"," "
"7","82","?","B","n"
"7","83","?","B","n"
"7","84","?","W"," "
"7","85","?","G"," "
"7","86","?","B"," "
"7","87"," ","*"," "
"7","88"," ","."," "
"7","89"," ","."," "
"7","90"," ","."," "
"7","91"," ","."," "
"7","92"," ","."," "
"7","93"," ","."," "
"7","94"," ","."," "
"7","95"," ","."," "
"7","96"," ","."," "
"7","97"," ","."," "
"7","98"," ","."," "
"7","99"," ","."," "
"8","1"," ","."," "
"8","2"," ","."," "
"8","3"," ","."," "
"8","4"," ","."," "
"8","5"," ","."," "
"8","6"," ","."," "
"8","7"," ","."," "
"8","8"," ","."," "
"8","9"," ","."," "
"8","10"," ","."," "
"8","11"," ","."," "
"8","12"," ","."," "
"8","13"," ","."," "
"8","14"," ","."," "
"8","15"," ","."," "
"8","16"," ","."," "
"8","17"," ","."," "
"8","18"," ","."," "
"8","19"," ","*"," "
"8","20"," ","."," "
"8","21"," ","."," "
"8","22"," ","."," "
"8","23"," ","."," "
"8","24"," ","."," "
"8","25"," ","."," "
"8","26"," ","."," "
"8","27"," ","."," "
"8","28"," ","."," "
"8","29"," ","."," "
"8","30"," ","."," "
"8","31"," ","*"," "
"8","32","E","H"," "
"8","33","E","H"," "
"8","34","E","H","v"
"8","35","K","B"," "
"8","36","K","G","e"
"8","37","K","B"," "
"8","38","K","B"," "
"8","39","K","W"," "
"8","40","K","W"," "
"8","41","K","H","v"
"8","42","K","H","v"
"8","43","K","B"," "
"8","44","E","B"," "
"8","45"," ","*"," "
"8","46"," ","*"," "
"8","47"," ","."," "
"8","48"," ","*"," "
"8","49","M","B"," "
"8","50","M","B"," "
"8","51","M","B","n"
"8","52","M","G"," "
"8","53","M","W"," "
"8","54","M","G"," "
"8","55","M","G"," "
"8","56","M","H","v"
"8","57","M","G"," "
"8","58","M","K"," "
"8","59","M","G"," "
"8","60","M","W"," "
"8","61","m","H"," "
"8","62","m","K"," "
"8","63","m","K"," "
"8","64","m","D"," "
"8","65","m","D"," "
"8","70","?","H"," "
"8","71","?","H"," "
"8","72","?","B"," "
"8","73","?","B"," "
"8","74","?","B"," "
"8","75"," ","*"," "
"8","76"," ","."," "
"8","77"," ","."," "
"8","78"," ","."," "
"8","79"," ","."," "
"8","80"," ","."," "
"8","81"," ","."," "
"8","82"," ","*"," "
"8","83"," ","*"," "
"8","84","?","B"," "
"8","85","?","G"," "
"8","86","?","H"," "
"8","87"," ","*"," "
"8","88"," ","."," "
"8","89"," ","."," "
"8","90"," ","."," "
"8","91"," ","."," "
"8","92"," ","."," "
"8","93"," ","."," "
"8","94"," ","."," "
"8","95"," ","."," "
"8","96"," ","."," "
"8","97"," ","."," "
"8","98"," ","."," "
"8","99"," ","."," "
"9","1"," ","."," "
"9","2"," ","."," "
"9","3"," ","."," "
"9","4"," ","."," "
"9","5"," ","."," "
"9","6"," ","."," "
"9","7"," ","."," "
"9","8"," ","."," "
"9","9"," ","."," "
"9","10"," ","."," "
"9","11"," ","."," "
"9","12"," ","."," "
"9","13"," ","."," "
"9","14"," ","."," "
"9","15"," ","."," "
"9","16"," ","."," "
"9","17"," ","."," "
"9","18"," ","*"," "
"9","19","g","H"," "
"9","20"," ","*"," "
"9","21"," ","."," "
"9","22"," ","."," "
"9","23"," ","."," "
"9","24"," ","."," "
"9","25"," ","."," "
"9","26"," ","."," "
"9","27"," ","."," "
"9","28"," ","."," "
"9","29"," ","."," "
"9","30"," ","."," "
"9","31"," ","*"," "
"9","32","E","B"," "
"9","33","E","B"," "
"9","34","E","H","v"
"9","35","K","G"," "
"9","36","K","H","p"
"9","37","K","W"," "
"9","38","K","W"," "
"9","39","E","B"," "
"9","40","K","W"," "
"9","41","K","W"," "
"9","42","K","H","v"
"9","43","E","B"," "
"9","44","E","H"," "
"9","45","E","H"," "
"9","46","E","G"," "
"9","47"," ","+"," "
"9","48","M","B"," "
"9","49","M","B"," "
"9","50","M","W"," "
"9","51","M","H"," "
"9","52","M","G"," "
"9","53","M","G"," "
"9","54","M","Q"," "
"9","55","M","W"," "
"9","56","M","H"," "
"9","57","M","G"," "
"9","58","M","G"," "
"9","59","M","K"," "
"9","60","m","H"," "
"9","61","m","D"," "
"9","62","m","K"," "
"9","63","m","K"," "
"9","64","m","D"," "
"9","65","m","D"," "
"9","70","?","W"," "
"9","71","?","B"," "
"9","72","?","W"," "
"9","73","?","B"," "
"9","74"," ","*"," "
"9","75"," ","."," "
"9","76"," ","."," "
"9","77"," ","."," "
"9","78"," ","."," "
"9","79"," ","."," "
"9","80"," ","."," "
"9","81"," ","."," "
"9","82"," ","."," "
"9","83"," ","*"," "
"9","84","?","B"," "
"9","85","?","H"," "
"9","86","?","H"," "
"9","87","?","W"," "
"9","88"," ","*"," "
"9","89"," ","."," "
"9","90"," ","."," "
"9","91"," ","."," "
"9","92"," ","."," "
"9","93"," ","."," "
"9","94"," ","."," "
"9","95"," ","."," "
"9","96"," ","."," "
"9","97"," ","."," "
"9","98"," ","."," "
"9","99"," ","."," "
"10","1"," ","."," "
"10","2"," ","."," "
"10","3"," ","."," "
"10","4"," ","."," "
"10","5"," ","."," "
"10","6"," ","."," "
"10","7"," ","."," "
"10","8"," ","."," "
"10","9"," ","."," "
"10","10"," ","."," "
"10","11"," ","."," "
"10","12"," ","."," "
"10","13"," ","*"," "
"10","14"," ","*"," "
"10","15"," ","."," "
"10","16"," ","*"," "
"10","17"," ","*"," "
"10","18","g","W"," "
"10","19","g","H"," "
"10","20"," ","*"," "
"10","21"," ","."," "
"10","22"," ","."," "
"10","23"," ","."," "
"10","24"," ","."," "
"10","25"," ","."," "
"10","26"," ","."," "
"10","27"," ","."," "
"10","28"," ","."," "
"10","29"," ","."," "
"10","30"," ","."," "
"10","31"," ","*"," "
"10","32","E","H"," "
"10","33","E","B"," "
"10","34","E","K"," "
"10","35","K","K"," "
"10","36","E","H"," "
"10","37","E","H"," "
"10","38","E","H"," "
"10","39","E","B"," "
"10","40","E","G","e"
"10","41","E","W"," "
"10","42","E","B"," "
"10","43","E","H"," "
"10","44","E","B"," "
"10","45","E","H"," "
"10","46"," ","*"," "
"10","47"," ","."," "
"10","48"," ","*"," "
"10","49","M","B"," "
"10","50","M","H"," "
"10","51","M","W"," "
"10","52","M","W"," "
"10","53","M","Q"," "
"10","54","M","H"," "
"10","55","M","H"," "
"10","56","M","W"," "
"10","57","M","G"," "
"10","58","M","W"," "
"10","59","m","G"," "
"10","60","m","G"," "
"10","61","m","K"," "
"10","62","m","K"," "
"10","63","m","D"," "
"10","64","m","D"," "
"10","65","m","K"," "
"10","70","?","B"," "
"10","71","?","B"," "
"10","72","?","B","n"
"10","73","?","S"," "
"10","74"," ","*"," "
"10","75"," ","."," "
"10","76"," ","."," "
"10","77"," ","."," "
"10","78"," ","."," "
"10","79"," ","."," "
"10","80"," ","."," "
"10","81"," ","."," "
"10","82"," ","."," "
"10","83"," ","."," "
"10","84"," ","*"," "
"10","85","?","B"," "
"10","86","?","H"," "
"10","87","?","B"," "
"10","88"," ","*"," "
"10","89"," ","."," "
"10","90"," ","."," "
"10","91"," ","."," "
"10","92"," ","."," "
"10","93"," ","."," "
"10","94"," ","."," "
"10","95"," ","."," "
"10","96"," ","."," "
"10","97"," ","."," "
"10","98"," ","."," "
"10","99"," ","."," "
"11","1"," ","."," "
"11","2"," ","."," "
"11","3"," ","."," "
"11","4"," ","."," "
"11","5"," ","."," "
"11","6"," ","."," "
"11","7"," ","."," "
"11","8"," ","."," "
"11","9"," ","."," "
"11","10"," ","."," "
"11","11"," ","."," "
"11","12"," ","*"," "
"11","13","g","H"," "
"11","14","g","G"," "
"11","15"," ","*"," "
"11","16","g","H"," "
"11","17","g","H","p"
"11","18","g","B"," "
"11","19","g","H","v"
"11","20"," ","*"," "
"11","21"," ","."," "
"11","22"," ","."," "
"11","23"," ","."," "
"11","24"," ","."," "
"11","25"," ","."," "
"11","26"," ","."," "
"11","27"," ","."," "
"11","28"," ","."," "
"11","29"," ","."," "
"11","30"," ","."," "
"11","31"," ","*"," "
"11","32","E","W"," "
"11","33","E","W"," "
"11","34","E","K"," "
"11","35","E","H"," "
"11","36","E","H"," "
"11","37","E","H"," "
"11","38","E","H"," "
"11","39","E","G"," "
"11","40","E","W"," "
"11","41","E","W"," "
"11","42","E","W"," "
"11","43","E","H"," "
"11","44","E","W"," "
"11","45","E","G"," "
"11","46"," ","*"," "
"11","47"," ","."," "
"11","48"," ","."," "
"11","49"," ","*"," "
"11","50"," ","*"," "
"11","51","M","H"," "
"11","52","M","W"," "
"11","53","M","W"," "
"11","54","M","W"," "
"11","55","M","H"," "
"11","56","M","K"," "
"11","57","M","G"," "
"11","58","m","G"," "
"11","59","m","W"," "
"11","60","m","K"," "
"11","61","m","K"," "
"11","62","m","K"," "
"11","63","m","K"," "
"11","64","m","D"," "
"11","65","m","D"," "
"11","70","?","W"," "
"11","71","?","B"," "
"11","72","?","B","n"
"11","73","?","B","n"
"11","74"," ","*"," "
"11","75"," ","."," "
"11","76"," ","."," "
"11","77"," ","."," "
"11","78"," ","."," "
"11","79"," ","."," "
"11","80"," ","."," "
"11","81"," ","."," "
"11","82"," ","."," "
"11","83"," ","."," "
"11","84"," ","*"," "
"11","85","?","W"," "
"11","86","?","G","z"
"11","87","?","H"," "
"11","88","?","B"," "
"11","89"," ","*"," "
"11","90"," ","."," "
"11","91"," ","."," "
"11","92"," ","."," "
"11","93"," ","."," "
"11","94"," ","."," "
"11","95"," ","."," "
"11","96"," ","."," "
"11","97"," ","."," "
"11","98"," ","."," "
"11","99"," ","."," "
"12","1"," ","."," "
"12","2"," ","."," "
"12","3"," ","."," "
"12","4"," ","."," "
"12","5"," ","."," "
"12","6"," ","."," "
"12","7"," ","."," "
"12","8"," ","."," "
"12","9"," ","."," "
"12","10"," ","."," "
"12","11"," ","."," "
"12","12"," ","."," "
"12","13"," ","*"," "
"12","14","g","H"," "
"12","15","g","W"," "
"12","16","g","B"," "
"12","17","g","H"," "
"12","18","g","H"," "
"12","19","g","W"," "
"12","20"," ","*"," "
"12","21"," ","."," "
"12","22"," ","."," "
"12","23"," ","."," "
"12","24"," ","."," "
"12","25"," ","."," "
"12","26"," ","."," "
"12","27"," ","."," "
"12","28"," ","."," "
"12","29"," ","."," "
"12","30"," ","."," "
"12","31"," ","."," "
"12","32"," ","*"," "
"12","33","E","W"," "
"12","34","E","G"," "
"12","35","E","G"," "
"12","36","E","H"," "
"12","37","E","H"," "
"12","38","E","H"," "
"12","39","E","B","n"
"12","40","E","B"," "
"12","41","E","W"," "
"12","42","E","B"," "
"12","43","E","B"," "
"12","44","E","K"," "
"12","45","E","H","w"
"12","46"," ","*"," "
"12","47"," ","."," "
"12","48"," ","."," "
"12","49"," ","."," "
"12","50"," ","*"," "
"12","51","M","B"," "
"12","52","M","B"," "
"12","53","M","Q"," "
"12","54","M","G"," "
"12","55","M","H"," "
"12","56","M","H"," "
"12","57","M","G"," "
"12","58","m","H"," "
"12","59","m","H"," "
"12","60","m","K"," "
"12","61","m","K"," "
"12","62","m","D"," "
"12","63","m","K"," "
"12","64","m","D"," "
"12","65","m","D"," "
"12","70","?","H"," "
"12","71","?","W"," "
"12","72","?","B","n"
"12","73","?","S"," "
"12","74"," ","*"," "
"12","75"," ","."," "
"12","76"," ","."," "
"12","77"," ","."," "
"12","78"," ","."," "
"12","79"," ","."," "
"12","80"," ","."," "
"12","81"," ","."," "
"12","82"," ","."," "
"12","83"," ","*"," "
"12","84","?","B"," "
"12","85","?","B"," "
"12","86","?","S"," "
"12","87","?","W"," "
"12","88","?","H"," "
"12","89"," ","*"," "
"12","90"," ","."," "
"12","91"," ","."," "
"12","92"," ","."," "
"12","93"," ","."," "
"12","94"," ","."," "
"12","95"," ","."," "
"12","96"," ","."," "
"12","97"," ","."," "
"12","98"," ","."," "
"12","99"," ","."," "
"13","1"," ","."," "
"13","2"," ","."," "
"13","3"," ","."," "
"13","4"," ","."," "
"13","5"," ","."," "
"13","6"," ","."," "
"13","7"," ","."," "
"13","8"," ","."," "
"13","9"," ","."," "
"13","10"," ","."," "
"13","11"," ","."," "
"13","12"," ","*"," "
"13","13","g","H"," "
"13","14","g","B"," "
"13","15","g","B"," "
