"TurnId","OrderNo","Depot","Batt1","Batt2","Batt3","Batt4","Batt5","Batt6","Batt7","BrigadeName"
"306EJan1808","8","","","","","","","0","0","<Brigade Name>"
"306EJan1809","1","","","","","","","0","0","<Brigade Name>"
"306EJan1809","2","","","","","","","0","0","<Brigade Name>"
"306EJan1809","3","","","","","","","0","0","<Brigade Name>"
"306EJan1809","4","","","","","","","0","0","<Brigade Name>"
"306EJan1809","5","","","","","","","0","0","<Brigade Name>"
"306EJan1809","6","","","","","","","0","0","<Brigade Name>"
"306EJan1809","7","","","","","","","0","0","<Brigade Name>"
"306EJan1809","8","","","","","","","0","0","<Brigade Name>"
"306EJul1808","1","","","","","","","0","0","<Brigade Name>"
"306EJul1808","2","","","","","","","0","0","<Brigade Name>"
"306EJul1808","3","","","","","","","0","0","<Brigade Name>"
"306EJul1808","4","","","","","","","0","0","<Brigade Name>"
"306EJul1808","5","","","","","","","0","0","<Brigade Name>"
"306EJul1808","6","","","","","","","0","0","<Brigade Name>"
"306EJul1808","7","","","","","","","0","0","<Brigade Name>"
"306EJul1808","8","","","","","","","0","0","<Brigade Name>"
"306EJun1808","1","","","","","","","0","0","<Brigade Name>"
"306EJun1808","2","","","","","","","0","0","<Brigade Name>"
"306EJun1808","3","","","","","","","0","0","<Brigade Name>"
"306EJun1808","4","","","","","","","0","0","<Brigade Name>"
"306EJun1808","5","","","","","","","0","0","<Brigade Name>"
"306EJun1808","6","","","","","","","0","0","<Brigade Name>"
"306EJun1808","7","","","","","","","0","0","<Brigade Name>"
"306EJun1808","8","","","","","","","0","0","<Brigade Name>"
"306EMar1808","1","","","","","","","0","0","<Brigade Name>"
"306EMar1808","2","","","","","","","0","0","<Brigade Name>"
"306EMar1808","3","","","","","","","0","0","<Brigade Name>"
"306EMar1808","4","","","","","","","0","0","<Brigade Name>"
"306EMar1808","5","","","","","","","0","0","<Brigade Name>"
"306EMar1808","6","","","","","","","0","0","<Brigade Name>"
"306EMar1808","7","","","","","","","0","0","<Brigade Name>"
"306EMar1808","8","","","","","","","0","0","<Brigade Name>"
"306EOct1808","1","","","","","","","0","0","<Brigade Name>"
"306EOct1808","2","","","","","","","0","0","<Brigade Name>"
"306EOct1808","3","","","","","","","0","0","<Brigade Name>"
"306EOct1808","4","","","","","","","0","0","<Brigade Name>"
"306EOct1808","5","","","","","","","0","0","<Brigade Name>"
"306EOct1808","6","","","","","","","0","0","<Brigade Name>"
"306EOct1808","7","","","","","","","0","0","<Brigade Name>"
"306EOct1808","8","","","","","","","0","0","<Brigade Name>"
"307EApr1808","1","","","","","","","0","0","<Brigade Name>"
"307EApr1808","2","","","","","","","0","0","<Brigade Name>"
"307EApr1808","3","","","","","","","0","0","<Brigade Name>"
"307EApr1808","4","","","","","","","0","0","<Brigade Name>"
"307EApr1808","5","","","","","","","0","0","<Brigade Name>"
"307EApr1808","6","","","","","","","0","0","<Brigade Name>"
"307EApr1808","7","","","","","","","0","0","<Brigade Name>"
"307EApr1808","8","","","","","","","0","0","<Brigade Name>"
"307EAug1808","1","","","","","","","0","0","<Brigade Name>"
"307EAug1808","2","","","","","","","0","0","<Brigade Name>"
"307EAug1808","3","","","","","","","0","0","<Brigade Name>"
"307EAug1808","4","","","","","","","0","0","<Brigade Name>"
"307EAug1808","5","","","","","","","0","0","<Brigade Name>"
"307EAug1808","6","","","","","","","0","0","<Brigade Name>"
"307EAug1808","7","","","","","","","0","0","<Brigade Name>"
"307EAug1808","8","","","","","","","0","0","<Brigade Name>"
"307EJan1808","1","","","","","","","0","0","<Brigade Name>"
"307EJan1808","2","","","","","","","0","0","<Brigade Name>"
"307EJan1808","3","","","","","","","0","0","<Brigade Name>"
"307EJan1808","4","","","","","","","0","0","<Brigade Name>"
"307EJan1808","5","","","","","","","0","0","<Brigade Name>"
"307EJan1808","6","","","","","","","0","0","<Brigade Name>"
"307EJan1808","7","","","","","","","0","0","<Brigade Name>"
"307EJan1808","8","","","","","","","0","0","<Brigade Name>"
"307EJul1808","1","","","","","","","0","0","<Brigade Name>"
"307EJul1808","2","","","","","","","0","0","<Brigade Name>"
"307EJul1808","3","","","","","","","0","0","<Brigade Name>"
"307EJul1808","4","","","","","","","0","0","<Brigade Name>"
"307EJul1808","5","","","","","","","0","0","<Brigade Name>"
"307EJul1808","6","","","","","","","0","0","<Brigade Name>"
"307EJul1808","7","","","","","","","0","0","<Brigade Name>"
"307EJul1808","8","","","","","","","0","0","<Brigade Name>"
"307EJun1808","1","","","","","","","0","0","<Brigade Name>"
"307EJun1808","2","","","","","","","0","0","<Brigade Name>"
"307EJun1808","3","","","","","","","0","0","<Brigade Name>"
"307EJun1808","4","","","","","","","0","0","<Brigade Name>"
"307EJun1808","5","","","","","","","0","0","<Brigade Name>"
"307EJun1808","6","","","","","","","0","0","<Brigade Name>"
"307EJun1808","7","","","","","","","0","0","<Brigade Name>"
"307EJun1808","8","","","","","","","0","0","<Brigade Name>"
"307EMar1808","1","","","","","","","0","0","<Brigade Name>"
"307EMar1808","2","","","","","","","0","0","<Brigade Name>"
"307EMar1808","3","","","","","","","0","0","<Brigade Name>"
"307EMar1808","4","","","","","","","0","0","<Brigade Name>"
"307EMar1808","5","","","","","","","0","0","<Brigade Name>"
"307EMar1808","6","","","","","","","0","0","<Brigade Name>"
"307EMar1808","7","","","","","","","0","0","<Brigade Name>"
"307EMar1808","8","","","","","","","0","0","<Brigade Name>"
"307EMay1808","1","","","","","","","0","0","<Brigade Name>"
"307EMay1808","2","","","","","","","0","0","<Brigade Name>"
"307EMay1808","3","","","","","","","0","0","<Brigade Name>"
"307EMay1808","4","","","","","","","0","0","<Brigade Name>"
"307EMay1808","5","","","","","","","0","0","<Brigade Name>"
"307EMay1808","6","","","","","","","0","0","<Brigade Name>"
"307EMay1808","7","","","","","","","0","0","<Brigade Name>"
"307EMay1808","8","","","","","","","0","0","<Brigade Name>"
"307EOct1808","1","","","","","","","0","0","<Brigade Name>"
"307EOct1808","2","","","","","","","0","0","<Brigade Name>"
"307EOct1808","3","","","","","","","0","0","<Brigade Name>"
"307EOct1808","4","","","","","","","0","0","<Brigade Name>"
"307EOct1808","5","","","","","","","0","0","<Brigade Name>"
"307EOct1808","6","","","","","","","0","0","<Brigade Name>"
"307EOct1808","7","","","","","","","0","0","<Brigade Name>"
"307EOct1808","8","","","","","","","0","0","<Brigade Name>"
"307ESep1808","1","","","","","","","0","0","<Brigade Name>"
"307ESep1808","2","","","","","","","0","0","<Brigade Name>"
"307ESep1808","3","","","","","","","0","0","<Brigade Name>"
"307ESep1808","4","","","","","","","0","0","<Brigade Name>"
"307ESep1808","5","","","","","","","0","0","<Brigade Name>"
"307ESep1808","6","","","","","","","0","0","<Brigade Name>"
"307ESep1808","7","","","","","","","0","0","<Brigade Name>"
"307ESep1808","8","","","","","","","0","0","<Brigade Name>"
"348BAug1809","1","","","","","","","0","0","<Brigade Name>"
"348BAug1809","2","","","","","","","0","0","<Brigade Name>"
"348BAug1809","3","","","","","","","0","0","<Brigade Name>"
"348BAug1809","4","","","","","","","0","0","<Brigade Name>"
"348BAug1809","5","","","","","","","0","0","<Brigade Name>"
"348BAug1809","6","","","","","","","0","0","<Brigade Name>"
"348BAug1809","7","","","","","","","0","0","<Brigade Name>"
"348BAug1809","8","","","","","","","0","0","<Brigade Name>"
"348BSep1809","1","","","","","","","0","0","<Brigade Name>"
"348BSep1809","2","","","","","","","0","0","<Brigade Name>"
"348BSep1809","3","","","","","","","0","0","<Brigade Name>"
"348BSep1809","4","","","","","","","0","0","<Brigade Name>"
"348BSep1809","5","","","","","","","0","0","<Brigade Name>"
"348BSep1809","6","","","","","","","0","0","<Brigade Name>"
"348BSep1809","7","","","","","","","0","0","<Brigade Name>"
"348BSep1809","8","","","","","","","0","0","<Brigade Name>"
"348EAug1809","1","","","","","","","0","0","<Brigade Name>"
"348EAug1809","2","","","","","","","0","0","<Brigade Name>"
"348EAug1809","3","","","","","","","0","0","<Brigade Name>"
"348EAug1809","4","","","","","","","0","0","<Brigade Name>"
"348EAug1809","5","","","","","","","0","0","<Brigade Name>"
"348EAug1809","6","","","","","","","0","0","<Brigade Name>"
"348EAug1809","7","","","","","","","0","0","<Brigade Name>"
"348EAug1809","8","","","","","","","0","0","<Brigade Name>"
"348ESep1809","1","","","","","","","0","0","<Brigade Name>"
"348ESep1809","2","","","","","","","0","0","<Brigade Name>"
"348ESep1809","3","","","","","","","0","0","<Brigade Name>"
"348ESep1809","4","","","","","","","0","0","<Brigade Name>"
"348ESep1809","5","","","","","","","0","0","<Brigade Name>"
"348ESep1809","6","","","","","","","0","0","<Brigade Name>"
"348ESep1809","7","","","","","","","0","0","<Brigade Name>"
"348ESep1809","8","","","","","","","0","0","<Brigade Name>"
"abc123","1","","","","","","","1","1","<Brigade Name>"
"abc123","2","","","","","","","1","1","<Brigade Name>"
"abc123","3","","","","","","","3","3","<Brigade Name>"
"abc123","4","","","","","","","0","0","<Brigade Name>"
"abc123","5","","","","","","","0","0","<Brigade Name>"
"abc123","6","","","","","","","0","0","<Brigade Name>"
"abc123","7","","","","","","","0","0","<Brigade Name>"
"abc123","8","","","","","","","0","0","<Brigade Name>"
"undefined","1","","","","","","","0","0","<Brigade Name>"
"undefined","2","","","","","","","0","0","<Brigade Name>"
"undefined","3","","","","","","","0","0","<Brigade Name>"
"undefined","4","","","","","","","0","0","<Brigade Name>"
"undefined","5","","","","","","","0","0","<Brigade Name>"
"undefined","6","","","","","","","0","0","<Brigade Name>"
"undefined","7","","","","","","","0","0","<Brigade Name>"
"undefined","8","","","","","","","0","0","<Brigade Name>"
