"TurnId","ItemNo","X","Y","Name","Rate","EctPts","Food","Stone","Wood","Ore","Zinc","Horses","Textiles","Wool","Gold","Wine"
"306EJan1808","143","68","75","Calcutta        ","3","300","553","439","1558","27","7","800","32","74","13","54"
"306EJan1808","144","75","95","Padany          ","5","271","312","395","1355","26","8","543","24","43","11","83"
"306EJan1808","145","82","88","Saigon          ","3","264","668","477","1350","25","6","401","38","64","10","77"
"306EJan1808","146","83","75","Haiphong        ","5","335","719","401","1505","21","7","357","27","52","14","78"
"306EJan1809","101","5","41","Lisbon          ","6","5057","2748","0","4614","133","3","8009","0","0","10","75"
"306EJan1809","102","5","55","Rabat           ","2","0","0","0","0","0","2","0","0","118","0","0"
"306EJan1809","103","13","41","Madrid          ","2","0","0","0","2809","22","14","549","128","0","23","51"
"306EJan1809","104","23","20","London          ","5","623","835","0","0","25","3","690","0","0","5","0"
"306EJan1809","105","23","27","Paris           ","4","0","0","801","0","22","3","1386","23","71","32","58"
"306EJan1809","106","28","20","Amsterdam       ","4","5435","805","624","338","91","1","4507","35","54","8","49"
"306EJan1809","107","30","49","Tunis           ","2","0","0","0","0","0","13","0","50","76","0","0"
"306EJan1809","108","35","27","Munich          ","3","0","0","0","0","0","0","0","0","0","0","0"
"306EJan1809","109","35","40","Rome            ","5","4485","5656","14000","4877","110","3","11145","75","541","80","37"
"306EJan1809","110","37","16","Kopenhagen      ","6","21743","3750","451","5270","150","0","4892","336","228","26","187"
"306EJan1809","111","38","43","Naples          ","4","1243","317","177","2000","21","2","711","31","82","3","28"
"306EJan1809","112","39","22","Berlin          ","6","2571","2513","427","5886","162","0","2714","16","138","43","0"
"306EJan1809","113","41","29","Vienna          ","2","13288","823","134","1774","0","0","895","0","0","7","52"
"306EJan1809","114","43","10","Karlskrona      ","4","19572","4915","55","5188","66","0","7979","0","0","10","0"
"306EJan1809","115","52","20","Warsaw          ","4","1158","4150","260","6658","84","2","7741","119","121","51","41"
"306EJan1809","116","58","6","Petersburg      ","6","995","800","205","1018","7","2","1219","38","132","9","72"
"306EJan1809","117","58","40","Istanbul        ","4","0","929","541","1070","0","1","1088","35","30","0","0"
"306EJan1809","118","58","60","Cairo           ","4","0","0","394","2161","0","2","1157","16","105","0","0"
"306EJan1809","119","69","17","Moscow          ","6","0","1011","119","645","8","2","1736","60","68","36","148"
"306EJan1809","131","9","84","Vera Cruz       ","3","450","0","166","0","29","33","271","19","68","6","46"
"306EJan1809","132","13","73","New Orleans     ","3","0","0","0","0","122","8","0","24","28","38","32"
"306EJan1809","133","22","80","Santiago de Cuba","3","187","400","433","817","12","18","612","17","78","17","69"
"306EJan1809","134","26","92","Cartagena       ","3","4","363","389","331","19","27","689","35","56","39","63"
"306EJan1809","135","35","83","Martinique      ","4","347","23","438","468","43","50","2173","26","51","96","81"
"306EJan1809","136","40","96","Belem           ","4","300","0","388","1126","46","5","1890","31","54","40","0"
"306EJan1809","141","56","79","Goa             ","5","51","0","461","0","163","48","627","0","0","68","19"
"306EJan1809","142","62","88","Trincomale      ","5","266","493","315","1691","174","27","572","24","43","14","68"
"306EJan1809","143","68","75","Calcutta        ","4","300","162","356","2175","96","6","4283","0","65","41","40"
"306EJan1809","144","75","95","Padany          ","5","1229","0","0","0","20","0","0","0","0","10","0"
"306EJan1809","145","82","88","Saigon          ","4","264","940","477","1644","96","6","6679","38","64","63","77"
"306EJan1809","146","83","75","Haiphong        ","5","335","469","110","0","17","5","252","27","38","32","58"
"306EJul1808","101","5","41","Lisbon          ","2","2850","1290","0","443","44","3","8009","29","0","10","100"
"306EJul1808","102","5","55","Rabat           ","6","2000","0","0","1588","0","2","0","0","118","10","0"
"306EJul1808","103","13","41","Madrid          ","6","1450","113","0","5683","28","14","549","128","0","42","78"
"306EJul1808","104","23","20","London          ","3","623","835","499","0","28","3","880","0","0","5","77"
"306EJul1808","105","23","27","Paris           ","2","1727","1285","801","4266","22","3","2182","30","71","32","72"
"306EJul1808","106","28","20","Amsterdam       ","5","6975","805","624","487","117","1","4507","35","54","8","77"
"306EJul1808","107","30","49","Tunis           ","6","1518","1248","649","1070","20","13","1030","50","93","9","73"
"306EJul1808","108","35","27","Munich          ","4","3000","0","0","0","0","0","0","0","0","0","0"
"306EJul1808","109","35","40","Rome            ","4","1485","656","0","2153","21","3","1145","25","41","5","37"
"306EJul1808","110","37","16","Kopenhagen      ","4","0","0","451","2159","91","0","4892","22","106","0","194"
"306EJul1808","111","38","43","Naples          ","5","1243","1067","177","2000","21","2","979","45","82","9","47"
"306EJul1808","112","39","22","Berlin          ","4","0","0","427","2686","0","0","714","21","138","87","106"
"306EJul1808","113","41","29","Vienna          ","5","0","1022","220","1774","0","0","895","0","0","7","52"
"306EJul1808","114","43","10","Karlskrona      ","5","0","0","405","63","0","0","0","0","0","0","0"
"306EJul1808","115","52","20","Warsaw          ","4","1685","5897","632","4658","84","2","7741","119","121","51","56"
"306EJul1808","116","58","6","Petersburg      ","3","995","800","205","1018","11","2","1219","38","132","9","72"
"306EJul1808","117","58","40","Istanbul        ","4","0","929","541","1070","17","1","1088","35","30","6","49"
"306EJul1808","118","58","60","Cairo           ","4","1188","825","394","2161","25","2","1157","26","105","8","39"
"306EJul1808","119","69","17","Moscow          ","3","0","1011","212","1354","8","2","1127","60","68","3","48"
"306EJul1808","131","9","84","Vera Cruz       ","4","450","0","245","0","29","7","271","19","78","20","87"
"306EJul1808","132","13","73","New Orleans     ","6","0","0","344","0","29","8","0","24","28","11","53"
"306EJul1808","133","22","80","Santiago de Cuba","4","187","400","433","817","16","18","1191","22","78","17","69"
"306EJul1808","134","26","92","Cartagena       ","4","4","412","389","644","19","27","689","35","56","39","63"
"306EJul1808","135","35","83","Martinique      ","5","763","23","438","764","43","24","2173","26","51","24","60"
"306EJul1808","136","40","96","Belem           ","3","300","0","388","1626","46","5","1890","31","54","40","0"
"306EJul1808","141","56","79","Goa             ","5","51","0","461","0","45","17","627","0","72","34","79"
"306EJul1808","142","62","88","Trincomale      ","5","331","493","461","1691","25","10","572","24","50","9","68"
"306EJul1808","143","68","75","Calcutta        ","4","300","662","636","2075","28","6","1057","22","65","41","40"
"306EJul1808","144","75","95","Padany          ","4","271","312","395","1355","26","23","1424","24","35","16","83"
"306EJul1808","145","82","88","Saigon          ","4","264","940","477","1644","28","6","1105","38","64","140","77"
"306EJul1808","146","83","75","Haiphong        ","4","335","719","181","0","17","6","357","27","52","32","78"
"306EJun1808","101","5","41","Lisbon          ","3","950","1290","0","1009","44","3","8009","29","0","10","100"
"306EJun1808","102","5","55","Rabat           ","6","2000","0","0","1588","0","2","552","0","118","10","0"
"306EJun1808","103","13","41","Madrid          ","6","1450","113","0","1183","28","14","549","128","0","94","78"
"306EJun1808","104","23","20","London          ","2","623","835","499","0","28","3","1175","0","0","5","77"
"306EJun1808","105","23","27","Paris           ","3","1727","1285","801","4266","22","3","2182","30","71","32","72"
"306EJun1808","106","28","20","Amsterdam       ","6","979","805","624","487","67","1","4507","35","54","8","77"
"306EJun1808","107","30","49","Tunis           ","6","1997","1248","649","1070","20","13","1030","50","93","9","73"
"306EJun1808","108","35","27","Munich          ","6","3000","0","0","0","0","0","0","0","0","0","0"
"306EJun1808","109","35","40","Rome            ","3","1485","656","0","2153","21","3","1145","25","41","5","37"
"306EJun1808","110","37","16","Kopenhagen      ","3","0","0","451","2159","91","0","4892","22","106","0","194"
"306EJun1808","111","38","43","Naples          ","6","1243","1067","177","2000","28","2","979","45","82","9","47"
"306EJun1808","112","39","22","Berlin          ","3","0","0","427","2686","0","0","714","21","138","87","106"
"306EJun1808","113","41","29","Vienna          ","5","0","1022","220","1774","0","0","895","0","0","7","52"
"306EJun1808","114","43","10","Karlskrona      ","4","0","0","405","63","0","0","0","0","0","0","0"
"306EJun1808","115","52","20","Warsaw          ","3","1685","5897","2035","4658","84","2","7741","119","121","51","56"
"306EJun1808","116","58","6","Petersburg      ","3","995","800","205","1018","11","2","1219","38","132","9","72"
"306EJun1808","117","58","40","Istanbul        ","5","0","929","541","1070","22","1","1088","35","36","6","49"
"306EJun1808","118","58","60","Cairo           ","5","1188","825","394","2161","25","2","1157","26","105","8","39"
"306EJun1808","119","69","17","Moscow          ","3","0","1011","212","1354","8","2","1127","60","68","3","48"
"306EJun1808","131","9","84","Vera Cruz       ","3","0","0","245","0","29","7","271","19","78","20","87"
"306EJun1808","132","13","73","New Orleans     ","4","0","0","344","0","29","8","0","24","28","11","53"
"306EJun1808","133","22","80","Santiago de Cuba","3","187","400","433","817","16","18","1191","22","78","17","69"
"306EJun1808","134","26","92","Cartagena       ","3","4","412","389","644","19","27","689","35","56","39","63"
"306EJun1808","135","35","83","Martinique      ","6","0","23","438","764","0","7","467","26","51","0","60"
"306EJun1808","136","40","96","Belem           ","2","300","0","388","1626","46","5","1890","31","54","40","0"
"306EJun1808","141","56","79","Goa             ","3","51","0","461","0","45","17","627","0","72","34","79"
"306EJun1808","142","62","88","Trincomale      ","3","331","493","461","1691","25","10","572","24","50","9","68"
"306EJun1808","143","68","75","Calcutta        ","6","300","491","636","1062","19","6","1057","22","44","41","40"
"306EJun1808","144","75","95","Padany          ","6","271","312","395","1355","26","23","1424","24","35","16","83"
"306EJun1808","145","82","88","Saigon          ","6","264","400","477","944","19","6","1105","38","64","19","77"
"306EJun1808","146","83","75","Haiphong        ","3","335","719","181","0","17","6","357","27","52","14","78"
"306EMar1808","101","5","41","Lisbon          ","5","444","1290","0","1509","44","3","5509","29","116","10","100"
"306EMar1808","102","5","55","Rabat           ","6","0","0","578","1588","0","2","837","0","118","10","0"
"306EMar1808","103","13","41","Madrid          ","5","616","1199","0","2690","28","14","1067","128","0","94","78"
"306EMar1808","104","23","20","London          ","3","725","835","499","0","28","3","1175","0","0","5","77"
"306EMar1808","105","23","27","Paris           ","4","1727","1285","801","1789","22","3","2182","30","92","32","72"
"306EMar1808","106","28","20","Amsterdam       ","4","979","805","624","487","28","1","907","35","54","8","77"
"306EMar1808","107","30","49","Tunis           ","6","1997","1248","649","1778","20","13","1030","50","93","9","73"
"306EMar1808","108","35","27","Munich          ","3","0","0","0","0","0","0","0","0","0","0","0"
"306EMar1808","109","35","40","Rome            ","4","1485","906","428","2153","21","3","1145","40","41","5","97"
"306EMar1808","110","37","16","Kopenhagen      ","4","563","2500","451","2159","91","1","4892","22","106","40","194"
"306EMar1808","111","38","43","Naples          ","5","1482","1067","177","2000","28","2","979","45","82","9","76"
"306EMar1808","112","39","22","Berlin          ","5","1456","1243","427","2686","22","2","1092","21","138","87","106"
"306EMar1808","113","41","29","Vienna          ","5","0","1022","389","1774","0","0","895","0","0","7","52"
"306EMar1808","114","43","10","Karlskrona      ","2","0","0","405","152","0","2","705","34","0","0","0"
"306EMar1808","115","52","20","Warsaw          ","5","1685","3221","1082","2414","84","2","2445","55","119","22","56"
"306EMar1808","116","58","6","Petersburg      ","3","995","800","205","1018","11","2","1219","38","132","9","72"
"306EMar1808","117","58","40","Istanbul        ","5","842","929","541","1070","22","1","1088","35","36","6","64"
"306EMar1808","118","58","60","Cairo           ","4","1188","825","394","2161","25","2","1157","26","105","8","39"
"306EMar1808","119","69","17","Moscow          ","3","756","1011","426","1354","8","2","1127","60","68","8","48"
"306EMar1808","131","9","84","Vera Cruz       ","5","491","280","245","1572","29","7","604","19","78","20","87"
"306EMar1808","132","13","73","New Orleans     ","2","0","236","344","0","29","8","0","32","28","11","53"
"306EMar1808","133","22","80","Santiago de Cuba","5","330","400","433","1817","22","18","392","22","78","17","69"
"306EMar1808","134","26","92","Cartagena       ","5","386","412","389","644","21","27","689","35","56","39","63"
"306EMar1808","135","35","83","Martinique      ","4","0","23","438","764","0","7","467","35","51","0","60"
"306EMar1808","136","40","96","Belem           ","4","252","633","388","1626","23","5","701","31","54","40","74"
"306EMar1808","141","56","79","Goa             ","2","380","181","461","924","26","17","627","32","72","34","79"
"306EMar1808","142","62","88","Trincomale      ","2","331","493","461","1691","25","10","572","33","50","14","68"
"306EMar1808","143","68","75","Calcutta        ","3","300","491","439","0","27","7","0","22","74","4","54"
"306EMar1808","144","75","95","Padany          ","5","271","312","395","1355","26","8","543","24","35","11","83"
"306EMar1808","145","82","88","Saigon          ","3","264","0","477","0","19","6","401","38","64","10","77"
"306EMar1808","146","83","75","Haiphong        ","5","335","719","181","1505","21","6","357","27","52","14","78"
"306ENov1808","101","5","41","Lisbon          ","6","5057","3000","0","1614","44","3","8009","0","0","10","75"
"306ENov1808","102","5","55","Rabat           ","3","17616","1200","4000","1588","55","2","4000","0","118","35","0"
"306ENov1808","103","13","41","Madrid          ","3","0","0","0","2809","22","14","549","128","0","42","51"
"306ENov1808","104","23","20","London          ","4","623","835","0","0","28","3","690","0","0","5","0"
"306ENov1808","105","23","27","Paris           ","2","0","0","801","0","22","3","1386","23","71","32","58"
"306ENov1808","106","28","20","Amsterdam       ","5","5435","805","624","487","117","1","4507","35","54","8","49"
"306ENov1808","107","30","49","Tunis           ","3","3913","1998","4649","1070","50","13","5030","50","76","34","0"
