"TurnId","ItemNo","Type","Name","X","Y","FleetNo","MP","Condition","Age","Marines","Brigade1","Brigade2"
"306EMar1808","1071","11","CORDOBA        ","18","41","0","40","100","8","400","0","0"
"306EMar1808","1072","7","SAN JUSTO      ","18","41","11","45","100","7","350","4304","78"
"306EMar1808","1073","7","ESPANIA        ","16","87","21","44","98","8","350","0","0"
"306EMar1808","1074","5","LAREDO         ","16","87","21","44","98","9","250","0","0"
"306EMar1808","1075","1","CADEZ          ","23","78","0","48","97","12","250","0","0"
"306EMar1808","1076","1","MATRODIAS      ","51","81","0","49","99","10","250","0","0"
"306ENov1808","1049","25","S. TRINIDAD    ","28","43","11","19","97","20","1100","0","0"
"306ENov1808","1050","23","SANTA ANA      ","28","43","11","20","98","18","950","0","0"
"306ENov1808","1051","23","RAYO           ","11","47","14","20","98","16","950","0","0"
"306ENov1808","1052","21","NEPTUNO        ","28","43","11","24","97","26","800","0","0"
"306ENov1808","1053","19","SAN AUGUSTIN   ","28","43","11","29","97","19","700","0","0"
"306ENov1808","1054","19","MONTANEZ       ","20","97","21","27","89","13","700","0","0"
"306ENov1808","1055","19","SAN JUSTO      ","11","47","14","29","98","21","700","0","0"
"306ENov1808","1056","19","BAHAMA         ","28","43","11","29","97","16","700","0","0"
"306ENov1808","1057","19","MONARCO        ","90","84","31","22","74","17","700","4130","500"
"306ENov1808","1058","17","SAN LEANDRO    ","11","47","14","29","98","24","600","0","0"
"306ENov1808","1059","17","SAN JUAN       ","28","43","11","29","98","19","600","0","0"
"306ENov1808","1060","17","MONARCA        ","28","43","11","29","97","12","600","0","0"
"306ENov1808","1061","15","CISNEROS       ","20","97","21","31","90","13","500","0","0"
"306ENov1808","1062","15","S.F. DE ASIS   ","28","43","11","33","93","11","500","0","0"
"306ENov1808","1063","15","SAN OMBLIGOS   ","28","43","11","34","97","12","500","0","0"
"306ENov1808","1064","13","CORDEZ         ","90","84","31","31","77","15","450","4130","300"
"306ENov1808","1065","13","VESPUCCIO      ","28","43","11","38","96","17","450","0","0"
"306ENov1808","1066","13","SANCHEZ        ","90","84","31","35","88","21","450","4130","300"
"306ENov1808","1067","13","ARGONAUTA      ","26","92","12","36","91","23","450","0","0"
"306ENov1808","1068","11","LEONARDO       ","90","84","31","30","75","20","400","4130","250"
"306ENov1808","1069","11","PHILLIPE       ","90","84","31","30","75","14","400","4130","250"
"306ENov1808","1070","11","SAN ILDEFONSO  ","26","92","12","37","92","14","400","0","0"
"306ENov1808","1071","11","CORDOBA        ","28","43","11","38","96","16","400","0","0"
"306ENov1808","1072","7","SAN JUSTO      ","28","43","11","42","94","15","350","0","0"
"306ENov1808","1073","7","ESPANIA        ","20","97","21","40","90","16","350","0","0"
"306ENov1808","1074","5","LAREDO         ","20","97","21","40","90","17","250","0","0"
"306ENov1808","1075","1","CADEZ          ","24","77","0","46","92","20","250","0","0"
"306ENov1808","1076","1","MATRODIAS      ","83","75","0","37","75","18","250","0","0"
"306EOct1808","1049","25","S. TRINIDAD    ","30","45","11","20","98","19","1100","4293","478"
"306EOct1808","1050","23","SANTA ANA      ","30","45","11","20","99","17","950","4581","600"
"306EOct1808","1051","23","RAYO           ","7","34","0","20","100","15","950","0","0"
"306EOct1808","1052","21","NEPTUNO        ","30","45","11","25","99","25","800","4581","197"
"306EOct1808","1053","19","SAN AUGUSTIN   ","30","45","11","29","98","18","700","4371","478"
"306EOct1808","1054","19","MONTANEZ       ","18","90","21","28","95","12","700","4134","500"
"306EOct1808","1055","19","SAN JUSTO      ","7","34","0","30","100","20","700","0","0"
"306EOct1808","1056","19","BAHAMA         ","30","45","11","30","99","15","700","4383","500"
"306EOct1808","1057","19","MONARCO        ","90","84","31","22","74","16","700","0","0"
"306EOct1808","1058","17","SAN LEANDRO    ","7","34","0","30","100","23","600","0","0"
"306EOct1808","1059","17","SAN JUAN       ","30","45","11","30","99","18","600","4383","138"
"306EOct1808","1060","17","MONARCA        ","30","45","11","29","98","11","600","4539","400"
"306EOct1808","1061","15","CISNEROS       ","18","90","21","33","95","12","500","4134","400"
"306EOct1808","1062","15","S.F. DE ASIS   ","30","45","11","33","94","10","500","4539","397"
"306EOct1808","1063","15","SAN OMBLIGOS   ","30","45","11","35","99","11","500","4552","400"
"306EOct1808","1064","13","CORDEZ         ","90","84","31","31","77","14","450","0","0"
"306EOct1808","1065","13","VESPUCCIO      ","30","45","11","39","98","16","450","4552","300"
"306EOct1808","1066","13","SANCHEZ        ","90","84","0","35","88","20","450","0","0"
"306EOct1808","1067","13","ARGONAUTA      ","26","92","12","36","91","22","450","0","0"
"306EOct1808","1068","11","LEONARDO       ","90","84","31","30","75","19","400","0","0"
"306EOct1808","1069","11","PHILLIPE       ","90","84","31","30","75","13","400","0","0"
"306EOct1808","1070","11","SAN ILDEFONSO  ","26","92","12","37","92","13","400","0","0"
"306EOct1808","1071","11","CORDOBA        ","30","45","11","39","98","15","400","4552","97"
"306EOct1808","1072","7","SAN JUSTO      ","30","45","11","43","96","14","350","4350","200"
"306EOct1808","1073","7","ESPANIA        ","18","90","21","43","95","15","350","4134","200"
"306EOct1808","1074","5","LAREDO         ","18","90","21","43","96","16","250","4134","150"
"306EOct1808","1075","1","CADEZ          ","24","77","0","46","92","19","250","0","0"
"306EOct1808","1076","1","MATRODIAS      ","83","75","0","37","75","17","250","0","0"
"307EApr1808","1124","25","VICTORY        ","13","19","14","19","93","6","1100","0","0"
"307EApr1808","1125","25","BRITANNIA      ","23","20","0","20","100","8","1100","0","0"
"307EApr1808","1126","25","ROYAL SOVEREIGN","18","47","18","20","99","11","1100","0","0"
"307EApr1808","1127","23","NEPTUNE        ","18","47","18","20","98","9","950","0","0"
"307EApr1808","1128","23","ELEPHANT       ","56","79","0","20","100","4","950","0","0"
"307EApr1808","1129","23","PRINCE OF WALES","13","19","19","19","95","15","950","0","0"
"307EApr1808","1130","23","TONNANT        ","23","20","0","20","100","12","950","0","0"
"307EApr1808","1131","23","DREADNOUGHT    ","4","31","0","19","97","5","950","0","0"
"307EApr1808","1132","21","CRESSY         ","13","19","14","23","92","8","800","0","0"
"307EApr1808","1133","21","ORION          ","13","19","14","23","92","11","800","0","0"
"307EApr1808","1134","19","LEVIATHAN      ","23","20","20","30","100","9","700","0","0"
"307EApr1808","1135","19","ORION          ","23","20","20","30","100","9","700","0","0"
"307EApr1808","1136","19","SPARTIATE      ","13","19","19","29","97","7","700","0","0"
"307EApr1808","1137","19","SWIFTSURE      ","56","79","0","30","100","15","700","0","0"
"307EApr1808","1138","19","CONQUEROR      ","11","21","0","29","98","6","700","0","0"
"307EApr1808","1139","19","GALLAND        ","71","74","13","24","81","12","700","0","0"
"307EApr1808","1140","19","THUNDERER      ","13","19","19","29","96","17","700","0","0"
"307EApr1808","1141","19","MINOTAUR       ","8","47","17","29","98","8","700","0","0"
"307EApr1808","1142","19","REVENGE        ","71","74","13","25","82","11","700","0","0"
"307EApr1808","1143","19","AJAX           ","38","51","0","28","93","13","700","0","0"
"307EApr1808","1144","17","SPECULATOR     ","56","79","0","30","100","6","600","0","0"
"307EApr1808","1145","17","AFRICA         ","11","21","0","29","98","9","600","0","0"
"307EApr1808","1146","17","ARDENT         ","13","19","14","28","92","12","600","0","0"
"307EApr1808","1147","17","AGAMEMNON      ","23","20","20","30","100","6","600","0","0"
"307EApr1808","1148","17","HERCULES       ","38","51","0","28","95","9","600","0","0"
"307EApr1808","1149","17","KING GEORGE    ","18","91","12","30","99","12","600","4144","400"
"307EApr1808","1150","17","POLYPHEMUS     ","11","21","0","30","99","13","600","0","0"
"307EApr1808","1151","15","SUSSEX         ","18","47","18","34","98","7","500","0","0"
"307EApr1808","1152","15","ACTIVE         ","13","19","0","35","99","9","500","0","0"
"307EApr1808","1153","15","ISIS           ","18","91","12","35","99","10","500","4144","400"
"307EApr1808","1154","15","CENTURION      ","38","51","0","33","93","14","500","0","0"
"307EApr1808","1155","15","MARTIN         ","23","20","20","35","100","8","500","0","0"
"307EApr1808","1156","13","ROMULUS        ","13","19","14","36","91","5","450","0","0"
"307EApr1808","1157","11","GLORY          ","38","51","0","39","97","12","400","0","0"
"307EApr1808","1158","11","DRAKE          ","18","91","12","40","99","17","400","4144","250"
"307EApr1808","1159","11","HOTSPUR        ","13","19","0","40","99","5","400","0","0"
"307EApr1808","1160","11","DART           ","38","51","0","38","95","12","400","0","0"
"307EApr1808","1161","11","ALEMENE        ","56","79","0","40","100","10","400","0","0"
"307EApr1808","1162","11","BLANCHE        ","71","74","13","33","82","10","400","0","0"
"307EApr1808","1163","7","DIADEM         ","56","79","0","45","100","6","350","0","0"
"307EApr1808","1164","5","AMAZON         ","13","19","0","44","98","14","300","0","0"
"307EApr1808","1165","1","AQUILON        ","23","20","0","50","100","9","250","0","0"
"307EApr1808","1166","1","CIRCE          ","24","77","0","50","100","6","250","0","0"
"307EApr1808","1167","1","HERMES         ","24","77","0","50","100","10","250","0","0"
"307EApr1808","1168","1","LAVIUS         ","22","11","0","50","100","8","250","0","0"
"307EApr1808","1425","15","ROSE           ","13","19","16","35","100","6","500","0","0"
"307EApr1808","1426","7","ARROW          ","13","19","16","45","100","11","350","0","0"
"307EApr1808","1427","7","HOLLY          ","13","19","16","45","100","12","350","0","0"
"307EApr1808","1428","19","DEFENCE        ","13","19","15","30","100","14","700","4230","300"
"307EApr1808","1429","11","DILIGENT       ","13","19","15","40","100","22","400","0","0"
"307EApr1809","1124","25","VICTORY        ","12","19","11","19","97","18","1100","0","0"
"307EApr1809","1125","25","BRITANNIA      ","12","19","11","19","96","20","1100","0","0"
"307EApr1809","1126","25","ROYAL SOVEREIGN","12","19","11","19","97","23","1100","0","0"
"307EApr1809","1127","23","NEPTUNE        ","12","19","11","19","97","21","950","0","0"
"307EApr1809","1128","23","ELEPHANT       ","12","19","11","19","97","16","950","0","0"
"307EApr1809","1129","23","PRINCE OF WALES","12","19","11","20","98","27","950","0","0"
"307EApr1809","1130","23","TONNANT        ","12","19","11","19","97","24","950","0","0"
"307EApr1809","1131","23","DREADNOUGHT    ","12","19","11","19","97","17","950","0","0"
"307EApr1809","1132","21","CRESSY         ","12","19","11","24","96","20","800","0","0"
"307EApr1809","1133","21","ORION          ","12","19","11","24","96","23","800","0","0"
"307EApr1809","1134","19","LEVIATHAN      ","12","19","11","29","97","21","700","0","0"
"307EApr1809","1135","19","ORION          ","12","19","11","29","97","21","700","0","0"
"307EApr1809","1136","19","SPARTIATE      ","12","19","11","29","97","19","700","0","0"
"307EApr1809","1137","19","SWIFTSURE      ","12","19","11","29","97","27","700","0","0"
"307EApr1809","1138","19","CONQUEROR      ","12","19","11","29","98","18","700","0","0"
"307EApr1809","1139","19","GALLAND        ","12","19","11","14","48","24","700","0","0"
"307EApr1809","1140","19","THUNDERER      ","12","19","11","20","67","29","230","0","0"
"307EApr1809","1141","19","MINOTAUR       ","82","89","27","26","88","20","700","0","0"
"307EApr1809","1142","19","REVENGE        ","12","19","11","15","51","23","700","0","0"
"307EApr1809","1143","19","AJAX           ","38","53","28","28","92","25","700","0","0"
"307EApr1809","1147","17","AGAMEMNON      ","12","19","11","12","40","18","21","0","0"
"307EApr1809","1148","17","HERCULES       ","38","53","28","28","92","21","600","0","0"
"307EApr1809","1149","17","KING GEORGE    ","13","74","12","25","84","24","600","4144","400"
"307EApr1809","1152","15","ACTIVE         ","82","89","27","32","91","21","500","0","0"
"307EApr1809","1153","15","ISIS           ","13","74","12","29","82","22","500","4144","400"
"307EApr1809","1154","15","CENTURION      ","38","53","28","32","92","26","500","0","0"
"307EApr1809","1157","11","GLORY          ","38","53","28","38","95","24","400","0","0"
"307EApr1809","1158","11","DRAKE          ","13","74","12","34","84","29","400","4144","250"
"307EApr1809","1161","11","ALEMENE        ","24","77","23","37","93","22","400","0","0"
"307EApr1809","1162","11","BLANCHE        ","62","88","0","30","75","22","400","0","0"
"307EApr1809","1163","7","DIADEM         ","24","77","23","42","94","18","350","0","0"
"307EApr1809","1164","5","AMAZON         ","82","89","27","40","90","26","300","0","0"
"307EApr1809","1166","1","CIRCE          ","24","77","0","50","100","18","250","0","0"
"307EApr1809","1167","1","HERMES         ","26","92","0","41","82","22","250","0","0"
"307EApr1809","1289","25","IMP. ALEXANDER ","12","19","11","15","74","25","254","0","0"
"307EApr1809","1290","23","F?RST REPNIN   ","12","19","11","12","61","18","312","0","0"
"307EApr1809","1291","21","TWARDY         ","12","19","11","15","62","23","353","0","0"
"307EApr1809","1292","21","DIMITRI        ","12","19","11","11","45","19","310","0","0"
"307EApr1809","1294","19","KOLJA          ","12","19","11","12","41","21","380","0","0"
"307EApr1809","1295","19","CHARTSCHENKO   ","12","19","11","11","38","20","330","0","0"
"307EApr1809","1297","17","ALESCHA        ","12","19","11","13","44","22","130","0","0"
"307EApr1809","1302","15","PONOWIE        ","13","20","0","34","98","23","500","0","0"
"307EApr1809","1305","13","BATJUSCHKA     ","12","19","11","39","97","21","450","0","0"
"307EApr1809","1307","11","MAZNEW         ","12","19","11","24","61","27","132","0","0"
"307EApr1809","1310","11","ARTEMJEW       ","12","19","11","39","97","22","400","0","0"
"307EApr1809","1425","15","ROSE           ","83","99","16","24","70","18","500","4508","400"
"307EApr1809","1426","7","ARROW          ","71","74","0","43","95","23","350","0","0"
"307EApr1809","1427","7","HOLLY          ","83","99","16","31","68","24","350","4508","73"
