"TurnId","X","Y","State","ProductionSite","Population"
"306EAug1808","2","78","?",".","0"
"306EAug1808","2","79","?",".","0"
"306EAug1808","2","80","?",".","1"
"306EAug1808","2","81","?",".","0"
"306EAug1808","2","82","g",".","0"
"306EAug1808","2","83","G","@","1"
"306EAug1808","2","84","?",".","1"
"306EAug1808","2","85"," "," ","."
"306EAug1808","2","86"," "," ","."
"306EAug1808","2","87"," "," ","."
"306EAug1808","2","88"," "," ","."
"306EAug1808","2","89"," "," ","."
"306EAug1808","2","90"," "," ","."
"306EAug1808","2","91"," "," ","."
"306EAug1808","2","92"," "," ","."
"306EAug1808","2","93"," "," ","."
"306EAug1808","2","94"," "," ","."
"306EAug1808","2","95"," "," ","."
"306EAug1808","2","96"," "," ","."
"306EAug1808","2","97"," "," ","."
"306EAug1808","2","98"," "," ","."
"306EAug1808","2","99"," "," ","."
"306EAug1808","3","1"," "," ","."
"306EAug1808","3","2"," "," ","."
"306EAug1808","3","3"," "," ","."
"306EAug1808","3","4"," "," ","."
"306EAug1808","3","5"," "," ","."
"306EAug1808","3","6"," "," ","."
"306EAug1808","3","7"," "," ","."
"306EAug1808","3","8"," "," ","."
"306EAug1808","3","9"," "," ","."
"306EAug1808","3","10"," "," ","."
"306EAug1808","3","11"," "," ","."
"306EAug1808","3","12"," "," ","."
"306EAug1808","3","13"," "," ","."
"306EAug1808","3","14"," "," ","."
"306EAug1808","3","15"," "," ","."
"306EAug1808","3","16"," "," ","."
"306EAug1808","3","17"," "," ","."
"306EAug1808","3","18"," "," ","."
"306EAug1808","3","19"," "," ","."
"306EAug1808","3","20"," "," ","."
"306EAug1808","3","21"," "," ","."
"306EAug1808","3","22"," "," ","."
"306EAug1808","3","23"," "," ","."
"306EAug1808","3","24"," "," ","."
"306EAug1808","3","25"," "," ","."
"306EAug1808","3","26"," "," ","."
"306EAug1808","3","27"," "," ","."
"306EAug1808","3","28"," "," ","."
"306EAug1808","3","29"," "," ","."
"306EAug1808","3","30"," "," ","."
"306EAug1808","3","31"," "," ","."
"306EAug1808","3","32"," "," ","."
"306EAug1808","3","33"," "," ","."
"306EAug1808","3","34"," "," ","."
"306EAug1808","3","35"," "," ","."
"306EAug1808","3","36"," "," ","."
"306EAug1808","3","37"," "," ","."
"306EAug1808","3","38"," "," ","."
"306EAug1808","3","39"," "," ","."
"306EAug1808","3","40"," "," ","."
"306EAug1808","3","41"," "," ","."
"306EAug1808","3","42"," "," ","."
"306EAug1808","3","43"," "," ","."
"306EAug1808","3","44"," "," ","."
"306EAug1808","3","45"," "," ","."
"306EAug1808","3","46"," "," ","."
"306EAug1808","3","47"," "," ","."
"306EAug1808","3","48"," "," ","."
"306EAug1808","3","49"," "," ","."
"306EAug1808","3","50"," "," ","."
"306EAug1808","3","51"," "," ","."
"306EAug1808","3","52"," "," ","."
"306EAug1808","3","53"," "," ","."
"306EAug1808","3","54"," "," ","."
"306EAug1808","3","55"," "," ","."
"306EAug1808","3","56"," "," ","."
"306EAug1808","3","57","M",".","1"
"306EAug1808","3","58","M","@","1"
"306EAug1808","3","59","M","@","1"
"306EAug1808","3","60","M",".","0"
"306EAug1808","3","61","M",".","0"
"306EAug1808","3","62","M","%","1"
"306EAug1808","3","63","M",".","1"
"306EAug1808","3","64","?",".","0"
"306EAug1808","3","65","?",".","0"
"306EAug1808","3","70","?",".","0"
"306EAug1808","3","71","?",".","0"
"306EAug1808","3","72","?",".","0"
"306EAug1808","3","73","?",".","0"
"306EAug1808","3","74","?",".","0"
"306EAug1808","3","75","?",".","1"
"306EAug1808","3","76","E",".","0"
"306EAug1808","3","77","?",".","0"
"306EAug1808","3","78","?",".","1"
"306EAug1808","3","79","?",".","0"
"306EAug1808","3","80","?",".","1"
"306EAug1808","3","81","?",".","0"
"306EAug1808","3","82","?",".","0"
"306EAug1808","3","83","?",".","0"
"306EAug1808","3","84","?",".","0"
"306EAug1808","3","85"," "," ","."
"306EAug1808","3","86"," "," ","."
"306EAug1808","3","87"," "," ","."
"306EAug1808","3","88"," "," ","."
"306EAug1808","3","89"," "," ","."
"306EAug1808","3","90"," "," ","."
"306EAug1808","3","91"," "," ","."
"306EAug1808","3","92"," "," ","."
"306EAug1808","3","93"," "," ","."
"306EAug1808","3","94"," "," ","."
"306EAug1808","3","95"," "," ","."
"306EAug1808","3","96"," "," ","."
"306EAug1808","3","97"," "," ","."
"306EAug1808","3","98"," "," ","."
"306EAug1808","3","99"," "," ","."
"306EAug1808","4","1"," "," ","."
"306EAug1808","4","2"," "," ","."
"306EAug1808","4","3"," "," ","."
"306EAug1808","4","4"," "," ","."
"306EAug1808","4","5"," "," ","."
"306EAug1808","4","6"," "," ","."
"306EAug1808","4","7"," "," ","."
"306EAug1808","4","8"," "," ","."
"306EAug1808","4","9"," "," ","."
"306EAug1808","4","10"," "," ","."
"306EAug1808","4","11"," "," ","."
"306EAug1808","4","12"," "," ","."
"306EAug1808","4","13"," "," ","."
"306EAug1808","4","14"," "," ","."
"306EAug1808","4","15"," "," ","."
"306EAug1808","4","16"," "," ","."
"306EAug1808","4","17"," "," ","."
"306EAug1808","4","18"," "," ","."
"306EAug1808","4","19"," "," ","."
"306EAug1808","4","20"," "," ","."
"306EAug1808","4","21"," "," ","."
"306EAug1808","4","22"," "," ","."
"306EAug1808","4","23"," "," ","."
"306EAug1808","4","24"," "," ","."
"306EAug1808","4","25"," "," ","."
"306EAug1808","4","26"," "," ","."
"306EAug1808","4","27"," "," ","."
"306EAug1808","4","28"," "," ","."
"306EAug1808","4","29"," "," ","."
"306EAug1808","4","30"," "," ","."
"306EAug1808","4","31"," "," ","."
"306EAug1808","4","32"," "," ","."
"306EAug1808","4","33"," "," ","."
"306EAug1808","4","34"," "," ","."
"306EAug1808","4","35"," "," ","."
"306EAug1808","4","36"," "," ","."
"306EAug1808","4","37"," "," ","."
"306EAug1808","4","38"," "," ","."
"306EAug1808","4","39"," "," ","."
"306EAug1808","4","40"," "," ","."
"306EAug1808","4","41"," "," ","."
"306EAug1808","4","42"," "," ","."
"306EAug1808","4","43"," "," ","."
"306EAug1808","4","44"," "," ","."
"306EAug1808","4","45"," "," ","."
"306EAug1808","4","46"," "," ","."
"306EAug1808","4","47"," "," ","."
"306EAug1808","4","48"," "," ","."
"306EAug1808","4","49"," "," ","."
"306EAug1808","4","50"," "," ","."
"306EAug1808","4","51","M",".","1"
"306EAug1808","4","52","M",".","2"
"306EAug1808","4","53","M",".","3"
"306EAug1808","4","54"," "," ","."
"306EAug1808","4","55"," "," ","."
"306EAug1808","4","56","M",".","2"
"306EAug1808","4","57","M",".","1"
"306EAug1808","4","58","M",".","1"
"306EAug1808","4","59","M","/","1"
"306EAug1808","4","60","M",".","0"
"306EAug1808","4","61","M",".","1"
"306EAug1808","4","62","M",".","3"
"306EAug1808","4","63","?",".","0"
"306EAug1808","4","64","?",".","0"
"306EAug1808","4","65","?",".","0"
"306EAug1808","4","70","F","^","1"
"306EAug1808","4","71","?",".","1"
"306EAug1808","4","72","?",".","0"
"306EAug1808","4","73","?",".","0"
"306EAug1808","4","74","?",".","1"
"306EAug1808","4","75","?",".","1"
"306EAug1808","4","76","E",".","1"
"306EAug1808","4","77","?",".","1"
"306EAug1808","4","78","?",".","0"
"306EAug1808","4","79","?",".","0"
"306EAug1808","4","80","?",".","0"
"306EAug1808","4","81","?",".","0"
"306EAug1808","4","82","?",".","1"
"306EAug1808","4","83","?",".","1"
"306EAug1808","4","84","?",".","0"
"306EAug1808","4","85","?",".","0"
"306EAug1808","4","86","?",".","0"
"306EAug1808","4","87"," "," ","."
"306EAug1808","4","88"," "," ","."
"306EAug1808","4","89"," "," ","."
"306EAug1808","4","90"," "," ","."
"306EAug1808","4","91"," "," ","."
"306EAug1808","4","92"," "," ","."
"306EAug1808","4","93"," "," ","."
"306EAug1808","4","94"," "," ","."
"306EAug1808","4","95"," "," ","."
"306EAug1808","4","96"," "," ","."
"306EAug1808","4","97"," "," ","."
"306EAug1808","4","98"," "," ","."
"306EAug1808","4","99"," "," ","."
"306EAug1808","5","1"," "," ","."
"306EAug1808","5","2"," "," ","."
"306EAug1808","5","3"," "," ","."
"306EAug1808","5","4"," "," ","."
"306EAug1808","5","5"," "," ","."
"306EAug1808","5","6"," "," ","."
"306EAug1808","5","7"," "," ","."
"306EAug1808","5","8"," "," ","."
"306EAug1808","5","9"," "," ","."
"306EAug1808","5","10"," "," ","."
"306EAug1808","5","11"," "," ","."
"306EAug1808","5","12"," "," ","."
"306EAug1808","5","13"," "," ","."
"306EAug1808","5","14"," "," ","."
"306EAug1808","5","15"," "," ","."
"306EAug1808","5","16"," "," ","."
"306EAug1808","5","17"," "," ","."
"306EAug1808","5","18"," "," ","."
"306EAug1808","5","19"," "," ","."
"306EAug1808","5","20"," "," ","."
"306EAug1808","5","21"," "," ","."
"306EAug1808","5","22"," "," ","."
"306EAug1808","5","23"," "," ","."
"306EAug1808","5","24"," "," ","."
"306EAug1808","5","25"," "," ","."
"306EAug1808","5","26"," "," ","."
"306EAug1808","5","27"," "," ","."
"306EAug1808","5","28"," "," ","."
"306EAug1808","5","29"," "," ","."
"306EAug1808","5","30"," "," ","."
"306EAug1808","5","31"," "," ","."
"306EAug1808","5","32"," "," ","."
"306EAug1808","5","33"," "," ","."
"306EAug1808","5","34"," "," ","."
"306EAug1808","5","35"," "," ","."
"306EAug1808","5","36"," "," ","."
"306EAug1808","5","37"," "," ","."
"306EAug1808","5","38"," "," ","."
"306EAug1808","5","39","K",".","5"
"306EAug1808","5","40","K","@","2"
"306EAug1808","5","41","K","$","7"
"306EAug1808","5","42","K","@","2"
"306EAug1808","5","43","K",".","6"
"306EAug1808","5","44"," "," ","."
"306EAug1808","5","45"," "," ","."
"306EAug1808","5","46"," "," ","."
"306EAug1808","5","47"," "," ","."
"306EAug1808","5","48"," "," ","."
"306EAug1808","5","49"," "," ","."
"306EAug1808","5","50","M",".","1"
"306EAug1808","5","51","M",":","1"
"306EAug1808","5","52","M",":","2"
"306EAug1808","5","53","M",".","1"
"306EAug1808","5","54","M",".","1"
"306EAug1808","5","55","M","$","5"
"306EAug1808","5","56","M",".","1"
"306EAug1808","5","57","M",".","1"
"306EAug1808","5","58","M",".","2"
"306EAug1808","5","59","M",".","1"
"306EAug1808","5","60","M","%","3"
"306EAug1808","5","61","M","%","1"
"306EAug1808","5","62","M",".","0"
"306EAug1808","5","63","?",".","0"
"306EAug1808","5","64","?",".","0"
"306EAug1808","5","65","?",".","0"
"306EAug1808","5","70","F",".","0"
"306EAug1808","5","71","F","%","1"
"306EAug1808","5","72","?",".","0"
"306EAug1808","5","73","?",".","1"
"306EAug1808","5","74","?",".","1"
"306EAug1808","5","75","?",".","0"
"306EAug1808","5","76","E",".","1"
"306EAug1808","5","77","?",".","0"
"306EAug1808","5","78","E",".","0"
"306EAug1808","5","79","E",".","1"
"306EAug1808","5","80","E",".","0"
"306EAug1808","5","81","?",".","1"
"306EAug1808","5","82","?",".","1"
"306EAug1808","5","83","?",".","0"
"306EAug1808","5","84","E",".","0"
"306EAug1808","5","85","E",".","0"
"306EAug1808","5","86","E",".","0"
"306EAug1808","5","87"," "," ","."
"306EAug1808","5","88"," "," ","."
"306EAug1808","5","89"," "," ","."
"306EAug1808","5","90"," "," ","."
"306EAug1808","5","91"," "," ","."
"306EAug1808","5","92"," "," ","."
"306EAug1808","5","93"," "," ","."
"306EAug1808","5","94"," "," ","."
"306EAug1808","5","95"," "," ","."
"306EAug1808","5","96"," "," ","."
"306EAug1808","5","97"," "," ","."
"306EAug1808","5","98"," "," ","."
"306EAug1808","5","99"," "," ","."
"306EAug1808","6","1"," "," ","."
"306EAug1808","6","2"," "," ","."
"306EAug1808","6","3"," "," ","."
"306EAug1808","6","4"," "," ","."
"306EAug1808","6","5"," "," ","."
"306EAug1808","6","6"," "," ","."
"306EAug1808","6","7"," "," ","."
"306EAug1808","6","8"," "," ","."
"306EAug1808","6","9"," "," ","."
"306EAug1808","6","10"," "," ","."
"306EAug1808","6","11"," "," ","."
"306EAug1808","6","12"," "," ","."
"306EAug1808","6","13"," "," ","."
"306EAug1808","6","14"," "," ","."
"306EAug1808","6","15"," "," ","."
"306EAug1808","6","16"," "," ","."
"306EAug1808","6","17"," "," ","."
"306EAug1808","6","18"," "," ","."
"306EAug1808","6","19"," "," ","."
"306EAug1808","6","20"," "," ","."
"306EAug1808","6","21"," "," ","."
"306EAug1808","6","22"," "," ","."
"306EAug1808","6","23"," "," ","."
"306EAug1808","6","24"," "," ","."
"306EAug1808","6","25"," "," ","."
"306EAug1808","6","26"," "," ","."
"306EAug1808","6","27"," "," ","."
"306EAug1808","6","28"," "," ","."
"306EAug1808","6","29"," "," ","."
"306EAug1808","6","30"," "," ","."
"306EAug1808","6","31"," "," ","."
"306EAug1808","6","32"," "," ","."
"306EAug1808","6","33"," "," ","."
"306EAug1808","6","34"," "," ","."
"306EAug1808","6","35"," "," ","."
"306EAug1808","6","36","K","*","6"
"306EAug1808","6","37","K","@","3"
"306EAug1808","6","38","K","@","2"
"306EAug1808","6","39","K","@","2"
"306EAug1808","6","40","K","@","3"
"306EAug1808","6","41","K","@","2"
"306EAug1808","6","42","K","#","3"
"306EAug1808","6","43","K",":","2"
"306EAug1808","6","44"," "," ","."
"306EAug1808","6","45"," "," ","."
"306EAug1808","6","46"," "," ","."
"306EAug1808","6","47"," "," ","."
"306EAug1808","6","48"," "," ","."
"306EAug1808","6","49"," "," ","."
"306EAug1808","6","50","M",".","1"
"306EAug1808","6","51","M",":","1"
"306EAug1808","6","52","M",":","1"
"306EAug1808","6","53","M",".","1"
"306EAug1808","6","54","M","/","1"
"306EAug1808","6","55","M",".","2"
"306EAug1808","6","56","M","?","4"
"306EAug1808","6","57","M",".","1"
"306EAug1808","6","58","M",".","0"
"306EAug1808","6","59","M",".","2"
"306EAug1808","6","60","M",".","0"
"306EAug1808","6","61","M",".","1"
"306EAug1808","6","62","?",".","0"
"306EAug1808","6","63","?",".","0"
"306EAug1808","6","64","?",".","0"
"306EAug1808","6","65","?",".","0"
"306EAug1808","6","70","F","=","1"
"306EAug1808","6","71","?",".","0"
"306EAug1808","6","72","?",".","0"
"306EAug1808","6","73","?",".","0"
"306EAug1808","6","74","?",".","0"
"306EAug1808","6","75","f",".","1"
"306EAug1808","6","76","E",".","1"
"306EAug1808","6","77","E",".","1"
"306EAug1808","6","78"," "," ","."
"306EAug1808","6","79"," "," ","."
"306EAug1808","6","80"," "," ","."
"306EAug1808","6","81","E",".","0"
"306EAug1808","6","82","E",".","0"
"306EAug1808","6","83","E",".","0"
"306EAug1808","6","84","E","^","1"
"306EAug1808","6","85","E",".","0"
"306EAug1808","6","86","E",".","1"
"306EAug1808","6","87"," "," ","."
"306EAug1808","6","88"," "," ","."
"306EAug1808","6","89"," "," ","."
"306EAug1808","6","90"," "," ","."
"306EAug1808","6","91"," "," ","."
"306EAug1808","6","92"," "," ","."
"306EAug1808","6","93"," "," ","."
"306EAug1808","6","94"," "," ","."
"306EAug1808","6","95"," "," ","."
"306EAug1808","6","96"," "," ","."
"306EAug1808","6","97"," "," ","."
"306EAug1808","6","98"," "," ","."
"306EAug1808","6","99"," "," ","."
"306EAug1808","7","1"," "," ","."
"306EAug1808","7","2"," "," ","."
"306EAug1808","7","3"," "," ","."
"306EAug1808","7","4"," "," ","."
"306EAug1808","7","5"," "," ","."
"306EAug1808","7","6"," "," ","."
"306EAug1808","7","7"," "," ","."
"306EAug1808","7","8"," "," ","."
"306EAug1808","7","9"," "," ","."
"306EAug1808","7","10"," "," ","."
"306EAug1808","7","11"," "," ","."
"306EAug1808","7","12"," "," ","."
"306EAug1808","7","13"," "," ","."
"306EAug1808","7","14"," "," ","."
"306EAug1808","7","15"," "," ","."
"306EAug1808","7","16"," "," ","."
"306EAug1808","7","17"," "," ","."
"306EAug1808","7","18"," "," ","."
"306EAug1808","7","19"," "," ","."
"306EAug1808","7","20"," "," ","."
"306EAug1808","7","21"," "," ","."
"306EAug1808","7","22"," "," ","."
"306EAug1808","7","23"," "," ","."
"306EAug1808","7","24"," "," ","."
"306EAug1808","7","25"," "," ","."
"306EAug1808","7","26"," "," ","."
"306EAug1808","7","27"," "," ","."
"306EAug1808","7","28"," "," ","."
"306EAug1808","7","29"," "," ","."
"306EAug1808","7","30"," "," ","."
"306EAug1808","7","31"," "," ","."
"306EAug1808","7","32"," "," ","."
"306EAug1808","7","33"," "," ","."
"306EAug1808","7","34","E","&","1"
"306EAug1808","7","35","K",":","2"
"306EAug1808","7","36","K","*","6"
"306EAug1808","7","37","K","@","3"
"306EAug1808","7","38","K",":","2"
"306EAug1808","7","39","K","@","3"
"306EAug1808","7","40","K","@","3"
"306EAug1808","7","41","K",":","2"
"306EAug1808","7","42","K",":","2"
"306EAug1808","7","43","K","/","2"
"306EAug1808","7","44"," "," ","."
"306EAug1808","7","45"," "," ","."
"306EAug1808","7","46"," "," ","."
"306EAug1808","7","47"," "," ","."
"306EAug1808","7","48"," "," ","."
"306EAug1808","7","49"," "," ","."
"306EAug1808","7","50","M",".","1"
"306EAug1808","7","51","M","=","1"
"306EAug1808","7","52","M",".","1"
"306EAug1808","7","53","M",".","1"
"306EAug1808","7","54","M","/","1"
"306EAug1808","7","55","M","#","3"
"306EAug1808","7","56","M",".","0"
"306EAug1808","7","57","M",".","1"
"306EAug1808","7","58","M","^","1"
"306EAug1808","7","59","M",".","2"
"306EAug1808","7","60","M","%","1"
"306EAug1808","7","61","M",".","1"
"306EAug1808","7","62","?",".","0"
"306EAug1808","7","63","?",".","0"
"306EAug1808","7","64","?",".","0"
"306EAug1808","7","65","?",".","0"
"306EAug1808","7","70","?",".","0"
"306EAug1808","7","71","F",".","1"
"306EAug1808","7","72","F",".","1"
"306EAug1808","7","73","F",".","1"
"306EAug1808","7","74","?",".","0"
"306EAug1808","7","75","f",".","1"
"306EAug1808","7","76"," "," ","."
"306EAug1808","7","77"," "," ","."
"306EAug1808","7","78"," "," ","."
"306EAug1808","7","79"," "," ","."
"306EAug1808","7","80"," "," ","."
"306EAug1808","7","81"," "," ","."
"306EAug1808","7","82","E","@","1"
"306EAug1808","7","83","E","@","1"
"306EAug1808","7","84","E",".","0"
"306EAug1808","7","85","E",".","2"
"306EAug1808","7","86","E",".","0"
"306EAug1808","7","87"," "," ","."
"306EAug1808","7","88"," "," ","."
"306EAug1808","7","89"," "," ","."
"306EAug1808","7","90"," "," ","."
"306EAug1808","7","91"," "," ","."
"306EAug1808","7","92"," "," ","."
"306EAug1808","7","93"," "," ","."
"306EAug1808","7","94"," "," ","."
"306EAug1808","7","95"," "," ","."
"306EAug1808","7","96"," "," ","."
"306EAug1808","7","97"," "," ","."
"306EAug1808","7","98"," "," ","."
"306EAug1808","7","99"," "," ","."
"306EAug1808","8","1"," "," ","."
"306EAug1808","8","2"," "," ","."
"306EAug1808","8","3"," "," ","."
"306EAug1808","8","4"," "," ","."
"306EAug1808","8","5"," "," ","."
"306EAug1808","8","6"," "," ","."
"306EAug1808","8","7"," "," ","."
"306EAug1808","8","8"," "," ","."
"306EAug1808","8","9"," "," ","."
"306EAug1808","8","10"," "," ","."
"306EAug1808","8","11"," "," ","."
"306EAug1808","8","12"," "," ","."
"306EAug1808","8","13"," "," ","."
"306EAug1808","8","14"," "," ","."
"306EAug1808","8","15"," "," ","."
"306EAug1808","8","16"," "," ","."
"306EAug1808","8","17"," "," ","."
"306EAug1808","8","18"," "," ","."
"306EAug1808","8","19"," "," ","."
"306EAug1808","8","20"," "," ","."
"306EAug1808","8","21"," "," ","."
"306EAug1808","8","22"," "," ","."
"306EAug1808","8","23"," "," ","."
"306EAug1808","8","24"," "," ","."
"306EAug1808","8","25"," "," ","."
"306EAug1808","8","26"," "," ","."
"306EAug1808","8","27"," "," ","."
"306EAug1808","8","28"," "," ","."
"306EAug1808","8","29"," "," ","."
"306EAug1808","8","30"," "," ","."
"306EAug1808","8","31"," "," ","."
"306EAug1808","8","32","E","*","4"
"306EAug1808","8","33","E",".","0"
"306EAug1808","8","34","E",":","1"
"306EAug1808","8","35","K","@","3"
"306EAug1808","8","36","K","^","2"
"306EAug1808","8","37","K","@","3"
"306EAug1808","8","38","K","@","3"
"306EAug1808","8","39","K","%","2"
"306EAug1808","8","40","K","%","2"
"306EAug1808","8","41","K",":","2"
"306EAug1808","8","42","K",":","2"
"306EAug1808","8","43","K","@","3"
"306EAug1808","8","44","E",".","3"
"306EAug1808","8","45"," "," ","."
"306EAug1808","8","46"," "," ","."
"306EAug1808","8","47"," "," ","."
"306EAug1808","8","48"," "," ","."
"306EAug1808","8","49","M",".","5"
"306EAug1808","8","50","M",".","1"
"306EAug1808","8","51","M","@","1"
"306EAug1808","8","52","M",".","1"
"306EAug1808","8","53","M",".","1"
"306EAug1808","8","54","M",".","0"
"306EAug1808","8","55","M",".","0"
"306EAug1808","8","56","M",".","0"
"306EAug1808","8","57","M",".","2"
"306EAug1808","8","58","M",".","1"
"306EAug1808","8","59","M",".","0"
"306EAug1808","8","60","M","%","1"
"306EAug1808","8","61","?",".","0"
"306EAug1808","8","62","?",".","0"
"306EAug1808","8","63","?",".","0"
"306EAug1808","8","64","?",".","0"
"306EAug1808","8","65","?",".","0"
"306EAug1808","8","70","F","=","1"
"306EAug1808","8","71","?",".","0"
"306EAug1808","8","72","?",".","0"
"306EAug1808","8","73","F",".","1"
